,team_name,tournament_name,minute_label,minute_regulation,minute_stoppage,Event
4327,France,1998 FIFA World Cup,78',78,0,4
4328,France,1998 FIFA World Cup,85',85,0,4
4329,Nigeria,1998 FIFA World Cup,28',28,0,4
4330,Croatia,1998 FIFA World Cup,77',77,0,4
4331,Belgium,1998 FIFA World Cup,42',42,0,4
4332,Belgium,1998 FIFA World Cup,47',47,0,4
4333,Mexico,1998 FIFA World Cup,55',55,0,6
4334,Mexico,1998 FIFA World Cup,62',62,0,4
4335,Netherlands,1998 FIFA World Cup,37',37,0,4
4336,Netherlands,1998 FIFA World Cup,41',41,0,4
4337,Netherlands,1998 FIFA World Cup,71',71,0,4
4338,Netherlands,1998 FIFA World Cup,80',80,0,4
4339,Netherlands,1998 FIFA World Cup,83',83,0,4
4340,Yugoslavia,1998 FIFA World Cup,13',13,0,4
4341,Yugoslavia,1998 FIFA World Cup,52',52,0,4
4342,Germany,1998 FIFA World Cup,72',72,0,5
4343,Germany,1998 FIFA World Cup,78',78,0,4
4344,Argentina,1998 FIFA World Cup,31',31,0,4
4345,Argentina,1998 FIFA World Cup,55',55,0,4
4346,Argentina,1998 FIFA World Cup,73',73,0,4
4347,Argentina,1998 FIFA World Cup,78',78,0,4
4348,Argentina,1998 FIFA World Cup,83',83,0,6
4349,Iran,1998 FIFA World Cup,40',40,0,4
4350,Iran,1998 FIFA World Cup,84',84,0,4
4351,United States,1998 FIFA World Cup,87',87,0,4
4352,Colombia,1998 FIFA World Cup,82',82,0,4
4353,Romania,1998 FIFA World Cup,46',46,0,4
4354,England,1998 FIFA World Cup,81',81,0,4
4355,Romania,1998 FIFA World Cup,90',90,0,4
4356,Chile,1998 FIFA World Cup,20',20,0,4
4357,Cameroon,1998 FIFA World Cup,56',56,0,4
4358,Italy,1998 FIFA World Cup,48',48,0,4
4359,Italy,1998 FIFA World Cup,90',90,0,4
4360,Austria,1998 FIFA World Cup,90'+2',90,2,6
4361,Brazil,1998 FIFA World Cup,78',78,0,4
4362,Norway,1998 FIFA World Cup,83',83,0,4
4363,Norway,1998 FIFA World Cup,89',89,0,6
4364,Morocco,1998 FIFA World Cup,23',23,0,4
4365,Morocco,1998 FIFA World Cup,46',46,0,4
4366,Morocco,1998 FIFA World Cup,85',85,0,4
4367,France,1998 FIFA World Cup,12',12,0,6
4368,Denmark,1998 FIFA World Cup,42',42,0,6
4369,France,1998 FIFA World Cup,56',56,0,4
4370,South Africa,1998 FIFA World Cup,18',18,0,4
4371,Saudi Arabia,1998 FIFA World Cup,45'+2',45,2,6
4372,Saudi Arabia,1998 FIFA World Cup,74',74,0,6
4373,South Africa,1998 FIFA World Cup,90'+3',90,3,6
4374,Paraguay,1998 FIFA World Cup,1',1,0,4
4375,Nigeria,1998 FIFA World Cup,11',11,0,4
4376,Paraguay,1998 FIFA World Cup,58',58,0,4
4377,Paraguay,1998 FIFA World Cup,86',86,0,4
4378,Spain,1998 FIFA World Cup,6',6,0,6
4379,Spain,1998 FIFA World Cup,18',18,0,4
4380,Spain,1998 FIFA World Cup,55',55,0,4
4381,Bulgaria,1998 FIFA World Cup,58',58,0,4
4382,Spain,1998 FIFA World Cup,81',81,0,4
4383,Spain,1998 FIFA World Cup,88',88,0,5
4384,Spain,1998 FIFA World Cup,90'+4',90,4,4
4385,Belgium,1998 FIFA World Cup,7',7,0,4
4386,South Korea,1998 FIFA World Cup,72',72,0,4
4387,Netherlands,1998 FIFA World Cup,4',4,0,4
4388,Netherlands,1998 FIFA World Cup,18',18,0,4
4389,Mexico,1998 FIFA World Cup,75',75,0,4
4390,Mexico,1998 FIFA World Cup,90'+4',90,4,4
4391,Germany,1998 FIFA World Cup,50',50,0,4
4392,Germany,1998 FIFA World Cup,57',57,0,4
4393,Yugoslavia,1998 FIFA World Cup,4',4,0,4
4394,Argentina,1998 FIFA World Cup,36',36,0,4
4395,Jamaica,1998 FIFA World Cup,39',39,0,4
4396,Jamaica,1998 FIFA World Cup,54',54,0,4
4397,Japan,1998 FIFA World Cup,74',74,0,4
4398,England,1998 FIFA World Cup,20',20,0,4
4399,England,1998 FIFA World Cup,29',29,0,4
4400,Tunisia,1998 FIFA World Cup,12',12,0,6
4401,Romania,1998 FIFA World Cup,71',71,0,4
4402,Italy,1998 FIFA World Cup,18',18,0,4
4403,Brazil,1998 FIFA World Cup,11',11,0,4
4404,Brazil,1998 FIFA World Cup,26',26,0,4
4405,Brazil,1998 FIFA World Cup,45'+3',45,3,6
4406,Chile,1998 FIFA World Cup,70',70,0,4
4407,Brazil,1998 FIFA World Cup,72',72,0,4
4408,France,1998 FIFA World Cup,114',114,0,4
4409,Denmark,1998 FIFA World Cup,3',3,0,4
4410,Denmark,1998 FIFA World Cup,12',12,0,4
4411,Denmark,1998 FIFA World Cup,58',58,0,4
4412,Denmark,1998 FIFA World Cup,76',76,0,4
4413,Nigeria,1998 FIFA World Cup,77',77,0,4
4414,Mexico,1998 FIFA World Cup,47',47,0,4
4415,Germany,1998 FIFA World Cup,74',74,0,4
4416,Germany,1998 FIFA World Cup,86',86,0,4
4417,Netherlands,1998 FIFA World Cup,38',38,0,4
4418,Yugoslavia,1998 FIFA World Cup,48',48,0,4
4419,Netherlands,1998 FIFA World Cup,90'+2',90,2,4
4420,Croatia,1998 FIFA World Cup,45'+2',45,2,6
4421,Argentina,1998 FIFA World Cup,5',5,0,6
4422,England,1998 FIFA World Cup,9',9,0,6
4423,England,1998 FIFA World Cup,16',16,0,4
4424,Argentina,1998 FIFA World Cup,45'+1',45,1,4
4425,Denmark,1998 FIFA World Cup,2',2,0,4
4426,Brazil,1998 FIFA World Cup,10',10,0,4
4427,Brazil,1998 FIFA World Cup,25',25,0,4
4428,Denmark,1998 FIFA World Cup,50',50,0,4
4429,Brazil,1998 FIFA World Cup,59',59,0,4
4430,Netherlands,1998 FIFA World Cup,12',12,0,4
4431,Argentina,1998 FIFA World Cup,17',17,0,4
4432,Netherlands,1998 FIFA World Cup,90',90,0,4
4433,Croatia,1998 FIFA World Cup,45'+3',45,3,4
4434,Croatia,1998 FIFA World Cup,80',80,0,4
4435,Croatia,1998 FIFA World Cup,85',85,0,4
4436,Brazil,1998 FIFA World Cup,46',46,0,4
4437,Netherlands,1998 FIFA World Cup,87',87,0,4
4438,Croatia,1998 FIFA World Cup,46',46,0,4
4439,France,1998 FIFA World Cup,47',47,0,4
4440,France,1998 FIFA World Cup,70',70,0,4
4441,Croatia,1998 FIFA World Cup,14',14,0,4
4442,Netherlands,1998 FIFA World Cup,22',22,0,4
4443,Croatia,1998 FIFA World Cup,36',36,0,4
4444,France,1998 FIFA World Cup,27',27,0,4
4445,France,1998 FIFA World Cup,45'+1',45,1,4
4446,France,1998 FIFA World Cup,90'+3',90,3,4
4447,Senegal,2002 FIFA World Cup,30',30,0,4
4448,Cameroon,2002 FIFA World Cup,39',39,0,4
4449,Republic of Ireland,2002 FIFA World Cup,52',52,0,4
4450,Denmark,2002 FIFA World Cup,45',45,0,4
4451,Uruguay,2002 FIFA World Cup,47',47,0,4
4452,Denmark,2002 FIFA World Cup,83',83,0,4
4453,Germany,2002 FIFA World Cup,20',20,0,4
4454,Germany,2002 FIFA World Cup,25',25,0,4
4455,Germany,2002 FIFA World Cup,40',40,0,4
4456,Germany,2002 FIFA World Cup,45'+1',45,1,4
4457,Germany,2002 FIFA World Cup,70',70,0,4
4458,Germany,2002 FIFA World Cup,73',73,0,4
4459,Germany,2002 FIFA World Cup,84',84,0,4
4460,Germany,2002 FIFA World Cup,90'+1',90,1,4
4461,Argentina,2002 FIFA World Cup,63',63,0,4
4462,Paraguay,2002 FIFA World Cup,39',39,0,4
4463,Paraguay,2002 FIFA World Cup,55',55,0,4
4464,South Africa,2002 FIFA World Cup,63',63,0,4
4465,South Africa,2002 FIFA World Cup,90'+1',90,1,6
4466,England,2002 FIFA World Cup,24',24,0,4
4467,Sweden,2002 FIFA World Cup,59',59,0,4
4468,Spain,2002 FIFA World Cup,44',44,0,4
4469,Spain,2002 FIFA World Cup,74',74,0,4
4470,Slovenia,2002 FIFA World Cup,82',82,0,4
4471,Spain,2002 FIFA World Cup,87',87,0,6
4472,Mexico,2002 FIFA World Cup,60',60,0,6
4473,Turkey,2002 FIFA World Cup,45'+2',45,2,4
4474,Brazil,2002 FIFA World Cup,50',50,0,4
4475,Brazil,2002 FIFA World Cup,87',87,0,6
4476,Italy,2002 FIFA World Cup,7',7,0,4
4477,Italy,2002 FIFA World Cup,27',27,0,4
4478,Costa Rica,2002 FIFA World Cup,61',61,0,4
4479,Costa Rica,2002 FIFA World Cup,65',65,0,4
4480,Belgium,2002 FIFA World Cup,57',57,0,4
4481,Japan,2002 FIFA World Cup,59',59,0,4
4482,Japan,2002 FIFA World Cup,67',67,0,4
4483,Belgium,2002 FIFA World Cup,75',75,0,4
4484,South Korea,2002 FIFA World Cup,26',26,0,4
4485,South Korea,2002 FIFA World Cup,53',53,0,4
4486,Russia,2002 FIFA World Cup,59',59,0,4
4487,Russia,2002 FIFA World Cup,64',64,0,6
4488,United States,2002 FIFA World Cup,4',4,0,4
4489,United States,2002 FIFA World Cup,29',29,0,5
4490,United States,2002 FIFA World Cup,36',36,0,4
4491,Portugal,2002 FIFA World Cup,39',39,0,4
4492,Portugal,2002 FIFA World Cup,71',71,0,5
4493,Germany,2002 FIFA World Cup,19',19,0,4
4494,Republic of Ireland,2002 FIFA World Cup,90'+2',90,2,4
4495,Denmark,2002 FIFA World Cup,16',16,0,6
4496,Senegal,2002 FIFA World Cup,52',52,0,4
4497,Cameroon,2002 FIFA World Cup,66',66,0,4
4498,Nigeria,2002 FIFA World Cup,27',27,0,4
4499,Sweden,2002 FIFA World Cup,35',35,0,4
4500,Sweden,2002 FIFA World Cup,63',63,0,6
4501,Paraguay,2002 FIFA World Cup,10',10,0,5
4502,Spain,2002 FIFA World Cup,53',53,0,4
4503,Spain,2002 FIFA World Cup,69',69,0,4
4504,Spain,2002 FIFA World Cup,83',83,0,6
4505,England,2002 FIFA World Cup,44',44,0,6
4506,South Africa,2002 FIFA World Cup,4',4,0,4
4507,Italy,2002 FIFA World Cup,55',55,0,4
4508,Croatia,2002 FIFA World Cup,73',73,0,4
4509,Croatia,2002 FIFA World Cup,76',76,0,4
4510,Brazil,2002 FIFA World Cup,15',15,0,4
4511,Brazil,2002 FIFA World Cup,32',32,0,4
4512,Brazil,2002 FIFA World Cup,45',45,0,6
4513,Brazil,2002 FIFA World Cup,55',55,0,4
4514,Ecuador,2002 FIFA World Cup,5',5,0,4
4515,Mexico,2002 FIFA World Cup,28',28,0,4
4516,Mexico,2002 FIFA World Cup,57',57,0,4
4517,Turkey,2002 FIFA World Cup,56',56,0,4
4518,Costa Rica,2002 FIFA World Cup,86',86,0,4
4519,Japan,2002 FIFA World Cup,51',51,0,4
4520,United States,2002 FIFA World Cup,24',24,0,4
4521,South Korea,2002 FIFA World Cup,78',78,0,4
4522,Belgium,2002 FIFA World Cup,13',13,0,4
4523,Tunisia,2002 FIFA World Cup,17',17,0,4
4524,Portugal,2002 FIFA World Cup,14',14,0,4
4525,Portugal,2002 FIFA World Cup,65',65,0,4
4526,Portugal,2002 FIFA World Cup,77',77,0,4
4527,Portugal,2002 FIFA World Cup,88',88,0,4
4528,Denmark,2002 FIFA World Cup,22',22,0,4
4529,Denmark,2002 FIFA World Cup,67',67,0,4
4530,Senegal,2002 FIFA World Cup,20',20,0,6
4531,Senegal,2002 FIFA World Cup,26',26,0,4
4532,Senegal,2002 FIFA World Cup,38',38,0,4
4533,Uruguay,2002 FIFA World Cup,46',46,0,4
4534,Uruguay,2002 FIFA World Cup,69',69,0,4
4535,Uruguay,2002 FIFA World Cup,88',88,0,6
4536,Germany,2002 FIFA World Cup,50',50,0,4
4537,Germany,2002 FIFA World Cup,79',79,0,4
4538,Republic of Ireland,2002 FIFA World Cup,7',7,0,4
4539,Republic of Ireland,2002 FIFA World Cup,61',61,0,4
4540,Republic of Ireland,2002 FIFA World Cup,87',87,0,4
4541,Sweden,2002 FIFA World Cup,59',59,0,4
4542,Argentina,2002 FIFA World Cup,88',88,0,4
4543,Slovenia,2002 FIFA World Cup,45'+1',45,1,4
4544,Paraguay,2002 FIFA World Cup,65',65,0,4
4545,Paraguay,2002 FIFA World Cup,73',73,0,4
4546,Paraguay,2002 FIFA World Cup,84',84,0,4
4547,Spain,2002 FIFA World Cup,4',4,0,4
4548,South Africa,2002 FIFA World Cup,31',31,0,4
4549,Spain,2002 FIFA World Cup,45'+1',45,1,4
4550,South Africa,2002 FIFA World Cup,53',53,0,4
4551,Spain,2002 FIFA World Cup,56',56,0,4
4552,Brazil,2002 FIFA World Cup,10',10,0,4
4553,Brazil,2002 FIFA World Cup,13',13,0,4
4554,Brazil,2002 FIFA World Cup,38',38,0,4
4555,Costa Rica,2002 FIFA World Cup,39',39,0,4
4556,Costa Rica,2002 FIFA World Cup,56',56,0,4
4557,Brazil,2002 FIFA World Cup,62',62,0,4
4558,Brazil,2002 FIFA World Cup,64',64,0,4
4559,Turkey,2002 FIFA World Cup,6',6,0,4
4560,Turkey,2002 FIFA World Cup,9',9,0,4
4561,Turkey,2002 FIFA World Cup,85',85,0,4
4562,Ecuador,2002 FIFA World Cup,48',48,0,4
4563,Mexico,2002 FIFA World Cup,34',34,0,4
4564,Italy,2002 FIFA World Cup,85',85,0,4
4565,Belgium,2002 FIFA World Cup,7',7,0,4
4566,Russia,2002 FIFA World Cup,52',52,0,4
4567,Belgium,2002 FIFA World Cup,78',78,0,4
4568,Belgium,2002 FIFA World Cup,82',82,0,4
4569,Russia,2002 FIFA World Cup,88',88,0,4
4570,Japan,2002 FIFA World Cup,48',48,0,4
4571,Japan,2002 FIFA World Cup,75',75,0,4
4572,Poland,2002 FIFA World Cup,3',3,0,4
4573,Poland,2002 FIFA World Cup,5',5,0,4
4574,Poland,2002 FIFA World Cup,66',66,0,4
4575,United States,2002 FIFA World Cup,83',83,0,4
4576,South Korea,2002 FIFA World Cup,70',70,0,4
4577,Germany,2002 FIFA World Cup,88',88,0,4
4578,England,2002 FIFA World Cup,5',5,0,4
4579,England,2002 FIFA World Cup,22',22,0,4
4580,England,2002 FIFA World Cup,44',44,0,4
4581,Sweden,2002 FIFA World Cup,11',11,0,4
4582,Senegal,2002 FIFA World Cup,37',37,0,4
4583,Senegal,2002 FIFA World Cup,104',104,0,4
4584,Spain,2002 FIFA World Cup,8',8,0,4
4585,Republic of Ireland,2002 FIFA World Cup,90',90,0,6
4586,United States,2002 FIFA World Cup,8',8,0,4
4587,United States,2002 FIFA World Cup,65',65,0,4
4588,Brazil,2002 FIFA World Cup,67',67,0,4
4589,Brazil,2002 FIFA World Cup,87',87,0,4
4590,Turkey,2002 FIFA World Cup,12',12,0,4
4591,Italy,2002 FIFA World Cup,18',18,0,4
4592,South Korea,2002 FIFA World Cup,88',88,0,4
4593,South Korea,2002 FIFA World Cup,117',117,0,4
4594,England,2002 FIFA World Cup,23',23,0,4
4595,Brazil,2002 FIFA World Cup,45'+2',45,2,4
4596,Brazil,2002 FIFA World Cup,50',50,0,4
4597,Germany,2002 FIFA World Cup,39',39,0,4
4598,Turkey,2002 FIFA World Cup,94',94,0,4
4599,Germany,2002 FIFA World Cup,75',75,0,4
4600,Brazil,2002 FIFA World Cup,49',49,0,4
4601,Turkey,2002 FIFA World Cup,1',1,0,4
4602,South Korea,2002 FIFA World Cup,9',9,0,4
4603,Turkey,2002 FIFA World Cup,13',13,0,4
4604,Turkey,2002 FIFA World Cup,32',32,0,4
4605,South Korea,2002 FIFA World Cup,90'+3',90,3,4
4606,Brazil,2002 FIFA World Cup,67',67,0,4
4607,Brazil,2002 FIFA World Cup,79',79,0,4
4608,Germany,2006 FIFA World Cup,6',6,0,4
4609,Costa Rica,2006 FIFA World Cup,12',12,0,4
4610,Germany,2006 FIFA World Cup,17',17,0,4
4611,Germany,2006 FIFA World Cup,61',61,0,4
4612,Costa Rica,2006 FIFA World Cup,73',73,0,4
4613,Germany,2006 FIFA World Cup,87',87,0,4
4614,Ecuador,2006 FIFA World Cup,24',24,0,4
4615,Ecuador,2006 FIFA World Cup,80',80,0,4
4616,England,2006 FIFA World Cup,3',3,0,5
4617,Argentina,2006 FIFA World Cup,24',24,0,4
4618,Argentina,2006 FIFA World Cup,38',38,0,4
4619,Ivory Coast,2006 FIFA World Cup,82',82,0,4
4620,Netherlands,2006 FIFA World Cup,18',18,0,4
4621,Mexico,2006 FIFA World Cup,28',28,0,4
4622,Iran,2006 FIFA World Cup,36',36,0,4
4623,Mexico,2006 FIFA World Cup,76',76,0,4
4624,Mexico,2006 FIFA World Cup,79',79,0,4
4625,Portugal,2006 FIFA World Cup,4',4,0,4
4626,Japan,2006 FIFA World Cup,26',26,0,4
4627,Australia,2006 FIFA World Cup,84',84,0,4
4628,Australia,2006 FIFA World Cup,89',89,0,4
4629,Australia,2006 FIFA World Cup,90'+2',90,2,4
4630,Czech Republic,2006 FIFA World Cup,5',5,0,4
4631,Czech Republic,2006 FIFA World Cup,36',36,0,4
4632,Czech Republic,2006 FIFA World Cup,76',76,0,4
4633,Italy,2006 FIFA World Cup,40',40,0,4
4634,Italy,2006 FIFA World Cup,83',83,0,4
4635,Togo,2006 FIFA World Cup,31',31,0,4
4636,South Korea,2006 FIFA World Cup,54',54,0,4
4637,South Korea,2006 FIFA World Cup,72',72,0,4
4638,Brazil,2006 FIFA World Cup,44',44,0,4
4639,Spain,2006 FIFA World Cup,13',13,0,4
4640,Spain,2006 FIFA World Cup,17',17,0,4
4641,Spain,2006 FIFA World Cup,48',48,0,6
4642,Spain,2006 FIFA World Cup,81',81,0,4
4643,Tunisia,2006 FIFA World Cup,23',23,0,4
4644,Saudi Arabia,2006 FIFA World Cup,57',57,0,4
4645,Saudi Arabia,2006 FIFA World Cup,84',84,0,4
4646,Tunisia,2006 FIFA World Cup,90'+2',90,2,4
4647,Germany,2006 FIFA World Cup,90'+1',90,1,4
4648,Ecuador,2006 FIFA World Cup,8',8,0,4
4649,Ecuador,2006 FIFA World Cup,54',54,0,4
4650,Ecuador,2006 FIFA World Cup,90'+2',90,2,4
4651,England,2006 FIFA World Cup,83',83,0,4
4652,England,2006 FIFA World Cup,90'+1',90,1,4
4653,Sweden,2006 FIFA World Cup,89',89,0,4
4654,Argentina,2006 FIFA World Cup,6',6,0,4
4655,Argentina,2006 FIFA World Cup,31',31,0,4
4656,Argentina,2006 FIFA World Cup,41',41,0,4
4657,Argentina,2006 FIFA World Cup,78',78,0,4
4658,Argentina,2006 FIFA World Cup,84',84,0,4
4659,Argentina,2006 FIFA World Cup,88',88,0,4
4660,Netherlands,2006 FIFA World Cup,23',23,0,4
4661,Netherlands,2006 FIFA World Cup,27',27,0,4
4662,Ivory Coast,2006 FIFA World Cup,38',38,0,4
4663,Portugal,2006 FIFA World Cup,63',63,0,4
4664,Portugal,2006 FIFA World Cup,80',80,0,6
4665,Ghana,2006 FIFA World Cup,2',2,0,4
4666,Ghana,2006 FIFA World Cup,82',82,0,4
4667,Italy,2006 FIFA World Cup,22',22,0,4
4668,United States,2006 FIFA World Cup,27',27,0,5
4669,Brazil,2006 FIFA World Cup,49',49,0,4
4670,Brazil,2006 FIFA World Cup,90',90,0,4
4671,France,2006 FIFA World Cup,9',9,0,4
4672,South Korea,2006 FIFA World Cup,81',81,0,4
4673,Switzerland,2006 FIFA World Cup,16',16,0,4
4674,Switzerland,2006 FIFA World Cup,88',88,0,4
4675,Ukraine,2006 FIFA World Cup,4',4,0,4
4676,Ukraine,2006 FIFA World Cup,36',36,0,4
4677,Ukraine,2006 FIFA World Cup,46',46,0,4
4678,Ukraine,2006 FIFA World Cup,84',84,0,4
4679,Tunisia,2006 FIFA World Cup,8',8,0,4
4680,Spain,2006 FIFA World Cup,71',71,0,4
4681,Spain,2006 FIFA World Cup,76',76,0,4
4682,Spain,2006 FIFA World Cup,90'+1',90,1,6
4683,Costa Rica,2006 FIFA World Cup,25',25,0,4
4684,Poland,2006 FIFA World Cup,33',33,0,4
4685,Poland,2006 FIFA World Cup,65',65,0,4
4686,Germany,2006 FIFA World Cup,4',4,0,4
4687,Germany,2006 FIFA World Cup,44',44,0,4
4688,Germany,2006 FIFA World Cup,57',57,0,4
4689,Paraguay,2006 FIFA World Cup,25',25,0,5
4690,Paraguay,2006 FIFA World Cup,86',86,0,4
4691,England,2006 FIFA World Cup,34',34,0,4
4692,Sweden,2006 FIFA World Cup,51',51,0,4
4693,England,2006 FIFA World Cup,85',85,0,4
4694,Sweden,2006 FIFA World Cup,90',90,0,4
4695,Angola,2006 FIFA World Cup,60',60,0,4
4696,Iran,2006 FIFA World Cup,75',75,0,4
4697,Portugal,2006 FIFA World Cup,6',6,0,4
4698,Portugal,2006 FIFA World Cup,24',24,0,6
4699,Mexico,2006 FIFA World Cup,29',29,0,4
4700,Serbia and Montenegro,2006 FIFA World Cup,10',10,0,4
4701,Serbia and Montenegro,2006 FIFA World Cup,20',20,0,4
4702,Ivory Coast,2006 FIFA World Cup,37',37,0,6
4703,Ivory Coast,2006 FIFA World Cup,67',67,0,4
4704,Ivory Coast,2006 FIFA World Cup,86',86,0,6
4705,Italy,2006 FIFA World Cup,26',26,0,4
4706,Italy,2006 FIFA World Cup,87',87,0,4
4707,Ghana,2006 FIFA World Cup,22',22,0,4
4708,United States,2006 FIFA World Cup,43',43,0,4
4709,Ghana,2006 FIFA World Cup,45'+2',45,2,6
4710,Croatia,2006 FIFA World Cup,2',2,0,4
4711,Australia,2006 FIFA World Cup,38',38,0,6
4712,Croatia,2006 FIFA World Cup,56',56,0,4
4713,Australia,2006 FIFA World Cup,79',79,0,4
4714,Japan,2006 FIFA World Cup,34',34,0,4
4715,Brazil,2006 FIFA World Cup,45'+1',45,1,4
4716,Brazil,2006 FIFA World Cup,53',53,0,4
4717,Brazil,2006 FIFA World Cup,59',59,0,4
4718,Brazil,2006 FIFA World Cup,81',81,0,4
4719,Spain,2006 FIFA World Cup,36',36,0,4
4720,Ukraine,2006 FIFA World Cup,70',70,0,6
4721,Switzerland,2006 FIFA World Cup,23',23,0,4
4722,Switzerland,2006 FIFA World Cup,77',77,0,4
4723,France,2006 FIFA World Cup,55',55,0,4
4724,France,2006 FIFA World Cup,61',61,0,4
4725,Germany,2006 FIFA World Cup,4',4,0,4
4726,Germany,2006 FIFA World Cup,12',12,0,4
4727,Mexico,2006 FIFA World Cup,6',6,0,4
4728,Argentina,2006 FIFA World Cup,10',10,0,4
4729,Argentina,2006 FIFA World Cup,98',98,0,4
4730,England,2006 FIFA World Cup,60',60,0,4
4731,Portugal,2006 FIFA World Cup,23',23,0,4
4732,Italy,2006 FIFA World Cup,90'+5',90,5,6
4733,Brazil,2006 FIFA World Cup,5',5,0,4
4734,Brazil,2006 FIFA World Cup,45'+1',45,1,4
4735,Brazil,2006 FIFA World Cup,84',84,0,4
4736,Spain,2006 FIFA World Cup,28',28,0,6
4737,France,2006 FIFA World Cup,41',41,0,4
4738,France,2006 FIFA World Cup,83',83,0,4
4739,France,2006 FIFA World Cup,90'+2',90,2,4
4740,Argentina,2006 FIFA World Cup,49',49,0,4
4741,Germany,2006 FIFA World Cup,80',80,0,4
4742,Italy,2006 FIFA World Cup,6',6,0,4
4743,Italy,2006 FIFA World Cup,59',59,0,4
4744,Italy,2006 FIFA World Cup,69',69,0,4
4745,France,2006 FIFA World Cup,57',57,0,4
4746,Italy,2006 FIFA World Cup,119',119,0,4
4747,Italy,2006 FIFA World Cup,120'+1',120,1,4
4748,France,2006 FIFA World Cup,33',33,0,6
4749,Germany,2006 FIFA World Cup,56',56,0,4
4750,Germany,2006 FIFA World Cup,60',60,0,5
4751,Germany,2006 FIFA World Cup,78',78,0,4
4752,Portugal,2006 FIFA World Cup,88',88,0,4
4753,France,2006 FIFA World Cup,7',7,0,6
4754,Italy,2006 FIFA World Cup,19',19,0,4
4755,South Africa,2010 FIFA World Cup,55',55,0,4
4756,Mexico,2010 FIFA World Cup,79',79,0,4
4757,South Korea,2010 FIFA World Cup,7',7,0,4
4758,South Korea,2010 FIFA World Cup,52',52,0,4
4759,Argentina,2010 FIFA World Cup,6',6,0,4
4760,England,2010 FIFA World Cup,4',4,0,4
4761,United States,2010 FIFA World Cup,40',40,0,4
4762,Slovenia,2010 FIFA World Cup,79',79,0,4
4763,Ghana,2010 FIFA World Cup,85',85,0,6
4764,Germany,2010 FIFA World Cup,8',8,0,4
4765,Germany,2010 FIFA World Cup,26',26,0,4
4766,Germany,2010 FIFA World Cup,68',68,0,4
4767,Germany,2010 FIFA World Cup,70',70,0,4
4768,Netherlands,2010 FIFA World Cup,46',46,0,5
4769,Netherlands,2010 FIFA World Cup,85',85,0,4
4770,Japan,2010 FIFA World Cup,39',39,0,4
4771,Paraguay,2010 FIFA World Cup,39',39,0,4
4772,Italy,2010 FIFA World Cup,63',63,0,4
4773,Slovakia,2010 FIFA World Cup,50',50,0,4
4774,New Zealand,2010 FIFA World Cup,90'+3',90,3,4
4775,Brazil,2010 FIFA World Cup,55',55,0,4
4776,Brazil,2010 FIFA World Cup,72',72,0,4
4777,North Korea,2010 FIFA World Cup,89',89,0,4
4778,Chile,2010 FIFA World Cup,34',34,0,4
4779,Switzerland,2010 FIFA World Cup,52',52,0,4
4780,Uruguay,2010 FIFA World Cup,24',24,0,4
4781,Uruguay,2010 FIFA World Cup,80',80,0,6
4782,Uruguay,2010 FIFA World Cup,90'+5',90,5,4
4783,Argentina,2010 FIFA World Cup,17',17,0,5
4784,Argentina,2010 FIFA World Cup,33',33,0,4
4785,South Korea,2010 FIFA World Cup,45'+1',45,1,4
4786,Argentina,2010 FIFA World Cup,76',76,0,4
4787,Argentina,2010 FIFA World Cup,80',80,0,4
4788,Nigeria,2010 FIFA World Cup,16',16,0,4
4789,Greece,2010 FIFA World Cup,44',44,0,4
4790,Greece,2010 FIFA World Cup,71',71,0,4
4791,Mexico,2010 FIFA World Cup,64',64,0,4
4792,Mexico,2010 FIFA World Cup,79',79,0,6
4793,Serbia,2010 FIFA World Cup,38',38,0,4
4794,Slovenia,2010 FIFA World Cup,13',13,0,4
4795,Slovenia,2010 FIFA World Cup,42',42,0,4
4796,United States,2010 FIFA World Cup,48',48,0,4
4797,United States,2010 FIFA World Cup,82',82,0,4
4798,Netherlands,2010 FIFA World Cup,53',53,0,4
4799,Australia,2010 FIFA World Cup,11',11,0,4
4800,Ghana,2010 FIFA World Cup,25',25,0,6
4801,Cameroon,2010 FIFA World Cup,10',10,0,4
4802,Denmark,2010 FIFA World Cup,33',33,0,4
4803,Denmark,2010 FIFA World Cup,61',61,0,4
4804,Paraguay,2010 FIFA World Cup,27',27,0,4
4805,Paraguay,2010 FIFA World Cup,86',86,0,4
4806,New Zealand,2010 FIFA World Cup,7',7,0,4
4807,Italy,2010 FIFA World Cup,29',29,0,6
4808,Brazil,2010 FIFA World Cup,25',25,0,4
4809,Brazil,2010 FIFA World Cup,50',50,0,4
4810,Brazil,2010 FIFA World Cup,62',62,0,4
4811,Ivory Coast,2010 FIFA World Cup,79',79,0,4
4812,Portugal,2010 FIFA World Cup,29',29,0,4
4813,Portugal,2010 FIFA World Cup,53',53,0,4
4814,Portugal,2010 FIFA World Cup,56',56,0,4
4815,Portugal,2010 FIFA World Cup,60',60,0,4
4816,Portugal,2010 FIFA World Cup,81',81,0,4
4817,Portugal,2010 FIFA World Cup,87',87,0,4
4818,Portugal,2010 FIFA World Cup,89',89,0,4
4819,Chile,2010 FIFA World Cup,75',75,0,4
4820,Spain,2010 FIFA World Cup,17',17,0,4
4821,Spain,2010 FIFA World Cup,51',51,0,4
4822,South Africa,2010 FIFA World Cup,20',20,0,4
4823,South Africa,2010 FIFA World Cup,37',37,0,4
