,team_name,tournament_name,minute_label,minute_regulation,minute_stoppage,Event
1042,Germany,1998 FIFA World Cup,45',45,0,2
1043,Iran,1998 FIFA World Cup,47',47,0,2
1044,United States,1998 FIFA World Cup,13',13,0,2
1045,Yugoslavia,1998 FIFA World Cup,41',41,0,2
1046,Yugoslavia,1998 FIFA World Cup,61',61,0,2
1047,Croatia,1998 FIFA World Cup,20',20,0,2
1048,Argentina,1998 FIFA World Cup,23',23,0,2
1049,Argentina,1998 FIFA World Cup,35',35,0,2
1050,Croatia,1998 FIFA World Cup,43',43,0,2
1051,Croatia,1998 FIFA World Cup,47',47,0,2
1052,Croatia,1998 FIFA World Cup,58',58,0,2
1053,Argentina,1998 FIFA World Cup,68',68,0,2
1054,Japan,1998 FIFA World Cup,4',4,0,2
1055,Jamaica,1998 FIFA World Cup,78',78,0,2
1056,Jamaica,1998 FIFA World Cup,88',88,0,2
1057,Colombia,1998 FIFA World Cup,20',20,0,2
1058,England,1998 FIFA World Cup,22',22,0,2
1059,Colombia,1998 FIFA World Cup,86',86,0,2
1060,Colombia,1998 FIFA World Cup,89',89,0,2
1061,England,1998 FIFA World Cup,89',89,0,2
1062,Tunisia,1998 FIFA World Cup,28',28,0,2
1063,Tunisia,1998 FIFA World Cup,57',57,0,2
1064,Norway,1998 FIFA World Cup,35',35,0,2
1065,Italy,1998 FIFA World Cup,38',38,0,2
1066,Norway,1998 FIFA World Cup,54',54,0,2
1067,Norway,1998 FIFA World Cup,62',62,0,2
1068,Italy,1998 FIFA World Cup,84',84,0,2
1069,Italy,1998 FIFA World Cup,89',89,0,2
1070,Chile,1998 FIFA World Cup,34',34,0,2
1071,Brazil,1998 FIFA World Cup,45',45,0,2
1072,Chile,1998 FIFA World Cup,45',45,0,2
1073,Brazil,1998 FIFA World Cup,90'+1',90,1,2
1074,Paraguay,1998 FIFA World Cup,19',19,0,2
1075,Paraguay,1998 FIFA World Cup,23',23,0,2
1076,Paraguay,1998 FIFA World Cup,32',32,0,2
1077,Paraguay,1998 FIFA World Cup,84',84,0,2
1078,Paraguay,1998 FIFA World Cup,99',99,0,2
1079,Denmark,1998 FIFA World Cup,24',24,0,2
1080,Nigeria,1998 FIFA World Cup,49',49,0,2
1081,Germany,1998 FIFA World Cup,45'+1',45,1,2
1082,Germany,1998 FIFA World Cup,56',56,0,2
1083,Mexico,1998 FIFA World Cup,57',57,0,2
1084,Germany,1998 FIFA World Cup,77',77,0,2
1085,Mexico,1998 FIFA World Cup,87',87,0,2
1086,Germany,1998 FIFA World Cup,88',88,0,2
1087,Yugoslavia,1998 FIFA World Cup,38',38,0,2
1088,Yugoslavia,1998 FIFA World Cup,52',52,0,2
1089,Yugoslavia,1998 FIFA World Cup,73',73,0,2
1090,Croatia,1998 FIFA World Cup,27',27,0,2
1091,Romania,1998 FIFA World Cup,43',43,0,2
1092,Romania,1998 FIFA World Cup,70',70,0,2
1093,Croatia,1998 FIFA World Cup,70',70,0,2
1094,Romania,1998 FIFA World Cup,81',81,0,2
1095,England,1998 FIFA World Cup,5',5,0,2
1096,England,1998 FIFA World Cup,10',10,0,2
1097,Argentina,1998 FIFA World Cup,44',44,0,2
1098,Argentina,1998 FIFA World Cup,47',47,0,2
1099,England,1998 FIFA World Cup,47',47,0,3
1100,Argentina,1998 FIFA World Cup,73',73,0,2
1101,Argentina,1998 FIFA World Cup,120',120,0,2
1102,Italy,1998 FIFA World Cup,26',26,0,2
1103,Italy,1998 FIFA World Cup,28',28,0,2
1104,France,1998 FIFA World Cup,53',53,0,2
1105,France,1998 FIFA World Cup,62',62,0,2
1106,Italy,1998 FIFA World Cup,113',113,0,2
1107,Brazil,1998 FIFA World Cup,11',11,0,2
1108,Denmark,1998 FIFA World Cup,19',19,0,2
1109,Brazil,1998 FIFA World Cup,37',37,0,2
1110,Denmark,1998 FIFA World Cup,39',39,0,2
1111,Denmark,1998 FIFA World Cup,72',72,0,2
1112,Brazil,1998 FIFA World Cup,81',81,0,2
1113,Netherlands,1998 FIFA World Cup,10',10,0,2
1114,Netherlands,1998 FIFA World Cup,17',17,0,2
1115,Argentina,1998 FIFA World Cup,22',22,0,2
1116,Argentina,1998 FIFA World Cup,60',60,0,2
1117,Netherlands,1998 FIFA World Cup,76',76,0,1
1118,Argentina,1998 FIFA World Cup,86',86,0,2
1119,Argentina,1998 FIFA World Cup,87',87,0,3
1120,Croatia,1998 FIFA World Cup,13',13,0,2
1121,Germany,1998 FIFA World Cup,18',18,0,2
1122,Germany,1998 FIFA World Cup,37',37,0,2
1123,Germany,1998 FIFA World Cup,40',40,0,3
1124,Croatia,1998 FIFA World Cup,57',57,0,2
1125,Brazil,1998 FIFA World Cup,31',31,0,2
1126,Brazil,1998 FIFA World Cup,45',45,0,2
1127,Netherlands,1998 FIFA World Cup,48',48,0,2
1128,Netherlands,1998 FIFA World Cup,60',60,0,2
1129,Netherlands,1998 FIFA World Cup,90',90,0,2
1130,Netherlands,1998 FIFA World Cup,119',119,0,2
1131,Croatia,1998 FIFA World Cup,45',45,0,2
1132,France,1998 FIFA World Cup,74',74,0,3
1133,Croatia,1998 FIFA World Cup,75',75,0,2
1134,Croatia,1998 FIFA World Cup,88',88,0,2
1135,Croatia,1998 FIFA World Cup,34',34,0,2
1136,Croatia,1998 FIFA World Cup,52',52,0,2
1137,Croatia,1998 FIFA World Cup,69',69,0,2
1138,Croatia,1998 FIFA World Cup,74',74,0,2
1139,Netherlands,1998 FIFA World Cup,89',89,0,2
1140,Netherlands,1998 FIFA World Cup,89',89,0,2
1141,Brazil,1998 FIFA World Cup,33',33,0,2
1142,France,1998 FIFA World Cup,39',39,0,2
1143,France,1998 FIFA World Cup,48',48,0,2
1144,France,1998 FIFA World Cup,56',56,0,2
1145,France,1998 FIFA World Cup,68',68,0,1
1146,France,2002 FIFA World Cup,45'+2',45,2,2
1147,Senegal,2002 FIFA World Cup,51',51,0,2
1148,Republic of Ireland,2002 FIFA World Cup,30',30,0,2
1149,Republic of Ireland,2002 FIFA World Cup,51',51,0,2
1150,Republic of Ireland,2002 FIFA World Cup,82',82,0,2
1151,Cameroon,2002 FIFA World Cup,89',89,0,2
1152,Uruguay,2002 FIFA World Cup,25',25,0,2
1153,Denmark,2002 FIFA World Cup,34',34,0,2
1154,Denmark,2002 FIFA World Cup,51',51,0,2
1155,Germany,2002 FIFA World Cup,43',43,0,2
1156,Germany,2002 FIFA World Cup,83',83,0,2
1157,Saudi Arabia,2002 FIFA World Cup,90'+1',90,1,2
1158,Argentina,2002 FIFA World Cup,51',51,0,2
1159,Nigeria,2002 FIFA World Cup,73',73,0,2
1160,Argentina,2002 FIFA World Cup,90',90,0,2
1161,South Africa,2002 FIFA World Cup,3',3,0,2
1162,South Africa,2002 FIFA World Cup,9',9,0,2
1163,Paraguay,2002 FIFA World Cup,35',35,0,2
1164,South Africa,2002 FIFA World Cup,38',38,0,2
1165,South Africa,2002 FIFA World Cup,45'+2',45,2,2
1166,Paraguay,2002 FIFA World Cup,65',65,0,2
1167,Paraguay,2002 FIFA World Cup,90',90,0,2
1168,Paraguay,2002 FIFA World Cup,90'+3',90,3,2
1169,England,2002 FIFA World Cup,12',12,0,2
1170,Sweden,2002 FIFA World Cup,45'+2',45,2,2
1171,Sweden,2002 FIFA World Cup,73',73,0,2
1172,Spain,2002 FIFA World Cup,36',36,0,2
1173,Slovenia,2002 FIFA World Cup,45'+1',45,1,2
1174,Slovenia,2002 FIFA World Cup,65',65,0,2
1175,Croatia,2002 FIFA World Cup,59',59,0,3
1176,Turkey,2002 FIFA World Cup,21',21,0,2
1177,Turkey,2002 FIFA World Cup,24',24,0,2
1178,Turkey,2002 FIFA World Cup,44',44,0,2
1179,Brazil,2002 FIFA World Cup,73',73,0,2
1180,Turkey,2002 FIFA World Cup,86',86,0,3
1181,Turkey,2002 FIFA World Cup,90'+4',90,4,1
1182,Ecuador,2002 FIFA World Cup,14',14,0,2
1183,Ecuador,2002 FIFA World Cup,49',49,0,2
1184,Ecuador,2002 FIFA World Cup,54',54,0,2
1185,Italy,2002 FIFA World Cup,81',81,0,2
1186,Costa Rica,2002 FIFA World Cup,15',15,0,2
1187,Costa Rica,2002 FIFA World Cup,17',17,0,2
1188,China,2002 FIFA World Cup,60',60,0,2
1189,China,2002 FIFA World Cup,72',72,0,2
1190,China,2002 FIFA World Cup,77',77,0,2
1191,Costa Rica,2002 FIFA World Cup,79',79,0,2
1192,Costa Rica,2002 FIFA World Cup,85',85,0,2
1193,Belgium,2002 FIFA World Cup,21',21,0,2
1194,Japan,2002 FIFA World Cup,31',31,0,2
1195,Japan,2002 FIFA World Cup,54',54,0,2
1196,Belgium,2002 FIFA World Cup,62',62,0,2
1197,Belgium,2002 FIFA World Cup,82',82,0,2
1198,Poland,2002 FIFA World Cup,31',31,0,2
1199,South Korea,2002 FIFA World Cup,70',70,0,2
1200,Poland,2002 FIFA World Cup,79',79,0,2
1201,Poland,2002 FIFA World Cup,84',84,0,2
1202,South Korea,2002 FIFA World Cup,90',90,0,2
1203,Russia,2002 FIFA World Cup,27',27,0,2
1204,Tunisia,2002 FIFA World Cup,50',50,0,2
1205,Tunisia,2002 FIFA World Cup,75',75,0,2
1206,Russia,2002 FIFA World Cup,88',88,0,2
1207,Portugal,2002 FIFA World Cup,34',34,0,2
1208,Portugal,2002 FIFA World Cup,52',52,0,2
1209,United States,2002 FIFA World Cup,90'+2',90,2,2
1210,Denmark,2002 FIFA World Cup,7',7,0,2
1211,Senegal,2002 FIFA World Cup,10',10,0,2
1212,Denmark,2002 FIFA World Cup,20',20,0,2
1213,Senegal,2002 FIFA World Cup,62',62,0,2
1214,Senegal,2002 FIFA World Cup,80',80,0,3
1215,Denmark,2002 FIFA World Cup,82',82,0,2
1216,Denmark,2002 FIFA World Cup,84',84,0,2
1217,Cameroon,2002 FIFA World Cup,10',10,0,2
1218,Saudi Arabia,2002 FIFA World Cup,59',59,0,2
1219,Uruguay,2002 FIFA World Cup,11',11,0,2
1220,France,2002 FIFA World Cup,25',25,0,3
1221,France,2002 FIFA World Cup,45'+2',45,2,2
1222,Uruguay,2002 FIFA World Cup,45'+2',45,2,2
1223,Uruguay,2002 FIFA World Cup,45'+3',45,3,2
1224,Uruguay,2002 FIFA World Cup,47',47,0,2
1225,Sweden,2002 FIFA World Cup,31',31,0,2
1226,Sweden,2002 FIFA World Cup,69',69,0,2
1227,Nigeria,2002 FIFA World Cup,80',80,0,2
1228,Spain,2002 FIFA World Cup,9',9,0,2
1229,Paraguay,2002 FIFA World Cup,44',44,0,2
1230,Paraguay,2002 FIFA World Cup,60',60,0,2
1231,Paraguay,2002 FIFA World Cup,80',80,0,2
1232,Argentina,2002 FIFA World Cup,13',13,0,2
1233,England,2002 FIFA World Cup,29',29,0,2
1234,England,2002 FIFA World Cup,50',50,0,2
1235,South Africa,2002 FIFA World Cup,12',12,0,2
1236,Slovenia,2002 FIFA World Cup,35',35,0,2
1237,Slovenia,2002 FIFA World Cup,52',52,0,2
1238,South Africa,2002 FIFA World Cup,59',59,0,2
1239,Slovenia,2002 FIFA World Cup,62',62,0,2
1240,Slovenia,2002 FIFA World Cup,75',75,0,2
1241,Croatia,2002 FIFA World Cup,39',39,0,2
1242,Italy,2002 FIFA World Cup,51',51,0,2
1243,Brazil,2002 FIFA World Cup,25',25,0,2
1244,Brazil,2002 FIFA World Cup,69',69,0,2
1245,Ecuador,2002 FIFA World Cup,15',15,0,2
1246,Ecuador,2002 FIFA World Cup,27',27,0,2
1247,Ecuador,2002 FIFA World Cup,49',49,0,2
1248,Ecuador,2002 FIFA World Cup,61',61,0,2
1249,Mexico,2002 FIFA World Cup,65',65,0,2
1250,Ecuador,2002 FIFA World Cup,87',87,0,2
1251,Turkey,2002 FIFA World Cup,20',20,0,2
1252,Costa Rica,2002 FIFA World Cup,24',24,0,2
1253,Costa Rica,2002 FIFA World Cup,43',43,0,2
1254,Turkey,2002 FIFA World Cup,45',45,0,2
1255,Turkey,2002 FIFA World Cup,89',89,0,2
1256,Russia,2002 FIFA World Cup,13',13,0,2
1257,Japan,2002 FIFA World Cup,15',15,0,2
1258,Russia,2002 FIFA World Cup,38',38,0,2
1259,Japan,2002 FIFA World Cup,42',42,0,2
1260,Russia,2002 FIFA World Cup,60',60,0,2
1261,Japan,2002 FIFA World Cup,90'+1',90,1,2
1262,United States,2002 FIFA World Cup,30',30,0,2
1263,United States,2002 FIFA World Cup,39',39,0,2
1264,South Korea,2002 FIFA World Cup,80',80,0,2
1265,Tunisia,2002 FIFA World Cup,22',22,0,2
1266,Belgium,2002 FIFA World Cup,40',40,0,2
1267,Tunisia,2002 FIFA World Cup,43',43,0,2
1268,Tunisia,2002 FIFA World Cup,68',68,0,2
1269,Tunisia,2002 FIFA World Cup,69',69,0,2
1270,Poland,2002 FIFA World Cup,21',21,0,2
1271,Portugal,2002 FIFA World Cup,25',25,0,2
1272,Portugal,2002 FIFA World Cup,27',27,0,2
1273,Portugal,2002 FIFA World Cup,31',31,0,2
1274,Poland,2002 FIFA World Cup,39',39,0,2
1275,France,2002 FIFA World Cup,8',8,0,2
1276,Denmark,2002 FIFA World Cup,27',27,0,2
1277,Denmark,2002 FIFA World Cup,71',71,0,2
1278,Senegal,2002 FIFA World Cup,2',2,0,2
1279,Senegal,2002 FIFA World Cup,4',4,0,2
1280,Uruguay,2002 FIFA World Cup,8',8,0,2
1281,Uruguay,2002 FIFA World Cup,19',19,0,2
1282,Uruguay,2002 FIFA World Cup,35',35,0,2
1283,Senegal,2002 FIFA World Cup,39',39,0,2
1284,Uruguay,2002 FIFA World Cup,40',40,0,2
1285,Senegal,2002 FIFA World Cup,69',69,0,2
1286,Senegal,2002 FIFA World Cup,82',82,0,2
1287,Uruguay,2002 FIFA World Cup,82',82,0,2
1288,Senegal,2002 FIFA World Cup,87',87,0,2
1289,Senegal,2002 FIFA World Cup,87',87,0,2
1290,Cameroon,2002 FIFA World Cup,8',8,0,2
1291,Germany,2002 FIFA World Cup,9',9,0,2
1292,Germany,2002 FIFA World Cup,29',29,0,2
1293,Germany,2002 FIFA World Cup,31',31,0,2
1294,Germany,2002 FIFA World Cup,37',37,0,2
1295,Germany,2002 FIFA World Cup,40',40,0,1
1296,Cameroon,2002 FIFA World Cup,42',42,0,2
1297,Germany,2002 FIFA World Cup,42',42,0,2
1298,Cameroon,2002 FIFA World Cup,44',44,0,2
1299,Cameroon,2002 FIFA World Cup,56',56,0,2
1300,Cameroon,2002 FIFA World Cup,58',58,0,2
1301,Cameroon,2002 FIFA World Cup,60',60,0,2
1302,Germany,2002 FIFA World Cup,72',72,0,2
1303,Germany,2002 FIFA World Cup,74',74,0,2
1304,Cameroon,2002 FIFA World Cup,77',77,0,1
1305,Cameroon,2002 FIFA World Cup,81',81,0,2
1306,Saudi Arabia,2002 FIFA World Cup,61',61,0,2
1307,Republic of Ireland,2002 FIFA World Cup,70',70,0,2
1308,Argentina,2002 FIFA World Cup,55',55,0,2
1309,Argentina,2002 FIFA World Cup,58',58,0,2
1310,Sweden,2002 FIFA World Cup,65',65,0,2
1311,Argentina,2002 FIFA World Cup,75',75,0,2
1312,Sweden,2002 FIFA World Cup,78',78,0,2
1313,Paraguay,2002 FIFA World Cup,4',4,0,2
1314,Slovenia,2002 FIFA World Cup,15',15,0,2
1315,Paraguay,2002 FIFA World Cup,22',22,0,1
1316,Slovenia,2002 FIFA World Cup,68',68,0,2
1317,Slovenia,2002 FIFA World Cup,69',69,0,2
1318,Slovenia,2002 FIFA World Cup,79',79,0,2
1319,Slovenia,2002 FIFA World Cup,81',81,0,3
1320,South Africa,2002 FIFA World Cup,16',16,0,2
1321,South Africa,2002 FIFA World Cup,67',67,0,2
1322,South Africa,2002 FIFA World Cup,69',69,0,2
1323,South Africa,2002 FIFA World Cup,81',81,0,2
1324,Brazil,2002 FIFA World Cup,90'+3',90,3,2
1325,Turkey,2002 FIFA World Cup,19',19,0,2
1326,Turkey,2002 FIFA World Cup,30',30,0,2
1327,China,2002 FIFA World Cup,45'+1',45,1,2
1328,China,2002 FIFA World Cup,58',58,0,3
1329,China,2002 FIFA World Cup,62',62,0,2
1330,Turkey,2002 FIFA World Cup,81',81,0,2
1331,Croatia,2002 FIFA World Cup,72',72,0,2
1332,Ecuador,2002 FIFA World Cup,86',86,0,2
1333,Croatia,2002 FIFA World Cup,90'+2',90,2,2
1334,Mexico,2002 FIFA World Cup,2',2,0,2
1335,Italy,2002 FIFA World Cup,5',5,0,2
1336,Italy,2002 FIFA World Cup,10',10,0,2
1337,Italy,2002 FIFA World Cup,43',43,0,2
1338,Italy,2002 FIFA World Cup,55',55,0,2
1339,Italy,2002 FIFA World Cup,57',57,0,2
1340,Mexico,2002 FIFA World Cup,84',84,0,2
1341,Russia,2002 FIFA World Cup,12',12,0,2
1342,Russia,2002 FIFA World Cup,14',14,0,2
1343,Belgium,2002 FIFA World Cup,39',39,0,2
1344,Russia,2002 FIFA World Cup,64',64,0,2
1345,Russia,2002 FIFA World Cup,84',84,0,2
1346,Tunisia,2002 FIFA World Cup,21',21,0,2
1347,Tunisia,2002 FIFA World Cup,81',81,0,2
1348,Poland,2002 FIFA World Cup,44',44,0,2
1349,Poland,2002 FIFA World Cup,46',46,0,2
1350,Poland,2002 FIFA World Cup,63',63,0,2
1351,United States,2002 FIFA World Cup,72',72,0,2
1352,Poland,2002 FIFA World Cup,86',86,0,2
1353,Portugal,2002 FIFA World Cup,22',22,0,2
1354,South Korea,2002 FIFA World Cup,24',24,0,2
1355,Portugal,2002 FIFA World Cup,27',27,0,3
1356,South Korea,2002 FIFA World Cup,57',57,0,2
1357,Portugal,2002 FIFA World Cup,66',66,0,1
1358,South Korea,2002 FIFA World Cup,74',74,0,2
1359,Portugal,2002 FIFA World Cup,83',83,0,2
1360,South Korea,2002 FIFA World Cup,90'+3',90,3,2
1361,Paraguay,2002 FIFA World Cup,26',26,0,2
1362,Germany,2002 FIFA World Cup,35',35,0,2
1363,Paraguay,2002 FIFA World Cup,50',50,0,2
1364,Germany,2002 FIFA World Cup,71',71,0,2
1365,Germany,2002 FIFA World Cup,90'+2',90,2,2
1366,Paraguay,2002 FIFA World Cup,90'+2',90,2,3
1367,Denmark,2002 FIFA World Cup,24',24,0,2
1368,England,2002 FIFA World Cup,50',50,0,2
1369,Senegal,2002 FIFA World Cup,73',73,0,2
1370,Senegal,2002 FIFA World Cup,94',94,0,2
1371,Spain,2002 FIFA World Cup,62',62,0,2
1372,Spain,2002 FIFA World Cup,87',87,0,2
1373,Spain,2002 FIFA World Cup,89',89,0,2
1374,United States,2002 FIFA World Cup,26',26,0,2
1375,Mexico,2002 FIFA World Cup,37',37,0,2
1376,United States,2002 FIFA World Cup,47',47,0,2
1377,United States,2002 FIFA World Cup,50',50,0,2
1378,United States,2002 FIFA World Cup,53',53,0,2
1379,Mexico,2002 FIFA World Cup,67',67,0,2
1380,Mexico,2002 FIFA World Cup,70',70,0,2
1381,Mexico,2002 FIFA World Cup,81',81,0,2
1382,United States,2002 FIFA World Cup,83',83,0,2
1383,Mexico,2002 FIFA World Cup,84',84,0,2
1384,Mexico,2002 FIFA World Cup,88',88,0,3
1385,Belgium,2002 FIFA World Cup,24',24,0,2
1386,Brazil,2002 FIFA World Cup,28',28,0,2
1387,Turkey,2002 FIFA World Cup,21',21,0,2
1388,Turkey,2002 FIFA World Cup,44',44,0,2
1389,Japan,2002 FIFA World Cup,45',45,0,2
1390,Turkey,2002 FIFA World Cup,90',90,0,2
1391,Italy,2002 FIFA World Cup,4',4,0,2
1392,South Korea,2002 FIFA World Cup,17',17,0,2
1393,Italy,2002 FIFA World Cup,22',22,0,2
1394,Italy,2002 FIFA World Cup,55',55,0,2
1395,Italy,2002 FIFA World Cup,59',59,0,2
1396,South Korea,2002 FIFA World Cup,80',80,0,2
1397,South Korea,2002 FIFA World Cup,99',99,0,2
1398,Italy,2002 FIFA World Cup,103',103,0,1
1399,South Korea,2002 FIFA World Cup,115',115,0,2
1400,Brazil,2002 FIFA World Cup,57',57,0,3
1401,England,2002 FIFA World Cup,75',75,0,2
1402,England,2002 FIFA World Cup,86',86,0,2
1403,United States,2002 FIFA World Cup,40',40,0,2
1404,United States,2002 FIFA World Cup,41',41,0,2
1405,Germany,2002 FIFA World Cup,66',66,0,2
1406,Germany,2002 FIFA World Cup,68',68,0,2
1407,United States,2002 FIFA World Cup,68',68,0,2
1408,United States,2002 FIFA World Cup,69',69,0,2
1409,United States,2002 FIFA World Cup,70',70,0,2
1410,South Korea,2002 FIFA World Cup,52',52,0,2
1411,Spain,2002 FIFA World Cup,53',53,0,2
1412,Spain,2002 FIFA World Cup,111',111,0,2
1413,Senegal,2002 FIFA World Cup,12',12,0,2
1414,Turkey,2002 FIFA World Cup,22',22,0,2
1415,Senegal,2002 FIFA World Cup,63',63,0,2
1416,Turkey,2002 FIFA World Cup,87',87,0,2
1417,Germany,2002 FIFA World Cup,71',71,0,2
1418,Germany,2002 FIFA World Cup,85',85,0,2
1419,South Korea,2002 FIFA World Cup,90',90,0,2
1420,Brazil,2002 FIFA World Cup,41',41,0,2
1421,Turkey,2002 FIFA World Cup,59',59,0,2
1422,Turkey,2002 FIFA World Cup,90',90,0,2
1423,South Korea,2002 FIFA World Cup,23',23,0,2
1424,Turkey,2002 FIFA World Cup,50',50,0,2
1425,Turkey,2002 FIFA World Cup,83',83,0,2
1426,Brazil,2002 FIFA World Cup,6',6,0,2
1427,Germany,2002 FIFA World Cup,9',9,0,2
1428,Costa Rica,2006 FIFA World Cup,30',30,0,2
1429,Ecuador,2006 FIFA World Cup,31',31,0,2
1430,Poland,2006 FIFA World Cup,37',37,0,2
1431,Ecuador,2006 FIFA World Cup,70',70,0,2
1432,England,2006 FIFA World Cup,19',19,0,2
1433,Paraguay,2006 FIFA World Cup,22',22,0,2
1434,England,2006 FIFA World Cup,63',63,0,2
1435,Trinidad and Tobago,2006 FIFA World Cup,15',15,0,2
1436,Trinidad and Tobago,2006 FIFA World Cup,46',46,0,1
1437,Trinidad and Tobago,2006 FIFA World Cup,74',74,0,2
1438,Sweden,2006 FIFA World Cup,90',90,0,2
1439,Argentina,2006 FIFA World Cup,41',41,0,2
1440,Argentina,2006 FIFA World Cup,48',48,0,2
1441,Ivory Coast,2006 FIFA World Cup,62',62,0,2
1442,Argentina,2006 FIFA World Cup,81',81,0,2
1443,Ivory Coast,2006 FIFA World Cup,90'+1',90,1,2
1444,Serbia and Montenegro,2006 FIFA World Cup,34',34,0,2
1445,Netherlands,2006 FIFA World Cup,56',56,0,2
1446,Serbia and Montenegro,2006 FIFA World Cup,64',64,0,2
1447,Serbia and Montenegro,2006 FIFA World Cup,81',81,0,2
1448,Netherlands,2006 FIFA World Cup,85',85,0,2
1449,Serbia and Montenegro,2006 FIFA World Cup,90',90,0,2
1450,Mexico,2006 FIFA World Cup,18',18,0,2
1451,Iran,2006 FIFA World Cup,55',55,0,2
1452,Mexico,2006 FIFA World Cup,90'+1',90,1,2
1453,Portugal,2006 FIFA World Cup,26',26,0,2
1454,Angola,2006 FIFA World Cup,28',28,0,2
1455,Angola,2006 FIFA World Cup,45'+3',45,3,2
1456,Angola,2006 FIFA World Cup,52',52,0,2
1457,Portugal,2006 FIFA World Cup,79',79,0,2
1458,Japan,2006 FIFA World Cup,31',31,0,2
1459,Australia,2006 FIFA World Cup,33',33,0,2
1460,Japan,2006 FIFA World Cup,40',40,0,2
1461,Australia,2006 FIFA World Cup,58',58,0,2
1462,Japan,2006 FIFA World Cup,68',68,0,2
1463,Australia,2006 FIFA World Cup,69',69,0,2
1464,Australia,2006 FIFA World Cup,78',78,0,2
1465,United States,2006 FIFA World Cup,5',5,0,2
1466,Czech Republic,2006 FIFA World Cup,16',16,0,2
1467,Czech Republic,2006 FIFA World Cup,59',59,0,2
1468,United States,2006 FIFA World Cup,60',60,0,2
1469,Czech Republic,2006 FIFA World Cup,81',81,0,2
1470,Czech Republic,2006 FIFA World Cup,88',88,0,2
1471,Italy,2006 FIFA World Cup,10',10,0,2
1472,Ghana,2006 FIFA World Cup,41',41,0,2
1473,Italy,2006 FIFA World Cup,62',62,0,2
1474,Ghana,2006 FIFA World Cup,65',65,0,2
1475,Italy,2006 FIFA World Cup,88',88,0,2
1476,Togo,2006 FIFA World Cup,23',23,0,2
1477,Togo,2006 FIFA World Cup,24',24,0,2
1478,South Korea,2006 FIFA World Cup,41',41,0,2
1479,South Korea,2006 FIFA World Cup,51',51,0,2
1480,Togo,2006 FIFA World Cup,53',53,0,1
1481,Togo,2006 FIFA World Cup,90'+2',90,2,2
1482,Switzerland,2006 FIFA World Cup,42',42,0,2
1483,Switzerland,2006 FIFA World Cup,45',45,0,2
1484,Switzerland,2006 FIFA World Cup,56',56,0,2
1485,France,2006 FIFA World Cup,64',64,0,2
