,minute_regulation,match_id,player_id,family_name,given_name,Event
2671,90,M-2022-59,P-07065,Cheddira,Walid,2
2672,90,M-2022-59,P-07065,Cheddira,Walid,1
2673,43,M-2022-60,P-07450,Griezmann,Antoine,2
2674,46,M-2022-60,P-00658,Dembélé,Ousmane,2
2675,82,M-2022-60,P-08086,Hernandez,Théo,2
2676,90,M-2022-60,P-09577,Maguire,Harry,2
2677,32,M-2022-61,P-01638,Livaković,Dominik,2
2678,32,M-2022-61,P-06332,Kovačić,Mateo,2
2679,68,M-2022-61,P-00196,Romero,Cristian,2
2680,71,M-2022-61,P-02052,Otamendi,Nicolás,2
2681,27,M-2022-62,P-03108,Boufal,Sofiane,2
2682,69,M-2022-63,P-06128,Ounahi,Azzedine,2
2683,84,M-2022-63,P-04076,Amallah,Selim,2
2684,45,M-2022-64,P-07584,Fernández,Enzo,2
2685,55,M-2022-64,P-08079,Rabiot,Adrien,2
2686,87,M-2022-64,P-05115,Thuram,Marcus,2
2687,90,M-2022-64,P-07287,Giroud,Olivier,2
2688,90,M-2022-64,P-00425,Acuña,Marcos,2
2689,114,M-2022-64,P-03419,Paredes,Leandro,2
2690,116,M-2022-64,P-03476,Montiel,Gonzalo,2
2691,120,M-2022-64,P-09487,Martínez,Emiliano,2
2692,19,M-1930-01,P-08962,Laurent,Lucien,4
2693,40,M-1930-01,P-00280,Langiller,Marcel,4
2694,43,M-1930-01,P-09030,Maschinot,André,4
2695,70,M-1930-01,P-00780,Carreño,Juan,4
2696,87,M-1930-01,P-09030,Maschinot,André,4
2697,23,M-1930-02,P-04768,McGhee,Bart,4
2698,45,M-1930-02,P-00033,Florie,Tom,4
2699,69,M-1930-02,P-08936,Patenaude,Bert,4
2700,21,M-1930-03,P-01945,Tirnanić,Aleksandar,4
2701,30,M-1930-03,P-07780,Bek,Ivan,4
2702,62,M-1930-03,P-05876,Preguinho,not applicable,4
2703,1,M-1930-04,P-06687,Deşu,Adalbert,4
2704,75,M-1930-04,P-09390,Souza Ferreira,Luis,4
2705,79,M-1930-04,P-01915,Stanciu,Constantin,4
2706,89,M-1930-04,P-04326,Kovács,Miklós,4
2707,81,M-1930-05,P-02543,Monti,Luis,4
2708,3,M-1930-06,P-09271,Vidal,Carlos,4
2709,52,M-1930-06,P-02991,Rosas,Manuel,5
2710,65,M-1930-06,P-09271,Vidal,Carlos,4
2711,60,M-1930-07,P-07780,Bek,Ivan,4
2712,65,M-1930-07,P-01890,Marjanović,Blagoje,4
2713,67,M-1930-07,P-07780,Bek,Ivan,4
2714,85,M-1930-07,P-07965,Vujadinović,Đorđe,4
2715,10,M-1930-08,P-08936,Patenaude,Bert,4
2716,15,M-1930-08,P-08936,Patenaude,Bert,4
2717,50,M-1930-08,P-08936,Patenaude,Bert,4
2718,65,M-1930-09,P-04699,Castro,Héctor,4
2719,67,M-1930-10,P-02231,Subiabre,Guillermo,4
2720,8,M-1930-11,P-01708,Stábile,Guillermo,4
2721,12,M-1930-11,P-07031,Zumelzú,Adolfo,4
2722,17,M-1930-11,P-01708,Stábile,Guillermo,4
2723,42,M-1930-11,P-02991,Rosas,Manuel,6
2724,53,M-1930-11,P-09079,Varallo,Francisco,4
2725,55,M-1930-11,P-07031,Zumelzú,Adolfo,4
2726,65,M-1930-11,P-02991,Rosas,Manuel,4
2727,75,M-1930-11,P-09418,Gayón,Roberto,4
2728,80,M-1930-11,P-01708,Stábile,Guillermo,4
2729,37,M-1930-12,P-08453,Moderato,not applicable,4
2730,57,M-1930-12,P-05876,Preguinho,not applicable,4
2731,73,M-1930-12,P-08453,Moderato,not applicable,4
2732,83,M-1930-12,P-05876,Preguinho,not applicable,4
2733,40,M-1930-13,P-00159,Vargas Peña,Luis,4
2734,7,M-1930-14,P-07505,Dorado,Pablo,4
2735,26,M-1930-14,P-06875,Scarone,Héctor,4
2736,31,M-1930-14,P-09960,Anselmo,Peregrino,4
2737,35,M-1930-14,P-06624,Cea,Pedro,4
2738,12,M-1930-15,P-01708,Stábile,Guillermo,4
2739,13,M-1930-15,P-01708,Stábile,Guillermo,4
2740,15,M-1930-15,P-02231,Subiabre,Guillermo,4
2741,51,M-1930-15,P-03577,Evaristo,Mario,4
2742,20,M-1930-16,P-02543,Monti,Luis,4
2743,56,M-1930-16,P-09209,Scopelli,Alejandro,4
2744,69,M-1930-16,P-01708,Stábile,Guillermo,4
2745,80,M-1930-16,P-07580,Peucelle,Carlos,4
2746,85,M-1930-16,P-07580,Peucelle,Carlos,4
2747,87,M-1930-16,P-01708,Stábile,Guillermo,4
2748,89,M-1930-16,P-08044,Brown,Jim,4
2749,4,M-1930-17,P-07965,Vujadinović,Đorđe,4
2750,18,M-1930-17,P-06624,Cea,Pedro,4
2751,20,M-1930-17,P-09960,Anselmo,Peregrino,4
2752,31,M-1930-17,P-09960,Anselmo,Peregrino,4
2753,61,M-1930-17,P-03110,Iriarte,Santos,4
2754,67,M-1930-17,P-06624,Cea,Pedro,4
2755,72,M-1930-17,P-06624,Cea,Pedro,4
2756,12,M-1930-18,P-07505,Dorado,Pablo,4
2757,20,M-1930-18,P-07580,Peucelle,Carlos,4
2758,37,M-1930-18,P-01708,Stábile,Guillermo,4
2759,57,M-1930-18,P-06624,Cea,Pedro,4
2760,68,M-1930-18,P-03110,Iriarte,Santos,4
2761,89,M-1930-18,P-04699,Castro,Héctor,4
2762,18,M-1934-01,P-05059,Nicolas,Jean,4
2763,44,M-1934-01,P-01785,Sindelar,Matthias,4
2764,93,M-1934-01,P-01371,Schall,Anton,4
2765,109,M-1934-01,P-06453,Bican,Josef,4
2766,116,M-1934-01,P-05974,Verriest,Georges,6
2767,11,M-1934-02,P-04489,Dobay,Ștefan,4
2768,50,M-1934-02,P-09763,Puč,Antonín,4
2769,67,M-1934-02,P-03976,Nejedlý,Oldřich,4
2770,25,M-1934-03,P-05061,Kobierski,Stanislaus,4
2771,29,M-1934-03,P-08846,Voorhoof,Bernard,4
2772,43,M-1934-03,P-08846,Voorhoof,Bernard,4
2773,49,M-1934-03,P-05395,Siffling,Otto,4
2774,66,M-1934-03,P-08398,Conen,Edmund,4
2775,70,M-1934-03,P-08398,Conen,Edmund,4
2776,87,M-1934-03,P-08398,Conen,Edmund,4
2777,11,M-1934-04,P-07821,Teleki,Pál,4
2778,31,M-1934-04,P-07116,Toldi,Géza,4
2779,35,M-1934-04,P-00978,Fawzi,Abdulrahman,4
2780,39,M-1934-04,P-00978,Fawzi,Abdulrahman,4
2781,53,M-1934-04,P-04408,Vincze,Jenő,4
2782,61,M-1934-04,P-07116,Toldi,Géza,4
2783,18,M-1934-05,P-07470,Schiavio,Angelo,4
2784,20,M-1934-05,P-04792,Orsi,Raimundo,4
2785,29,M-1934-05,P-07470,Schiavio,Angelo,4
2786,57,M-1934-05,P-02049,Donelli,Aldo,4
2787,63,M-1934-05,P-08089,Ferrari,Giovanni,4
2788,64,M-1934-05,P-07470,Schiavio,Angelo,4
2789,69,M-1934-05,P-04792,Orsi,Raimundo,4
2790,90,M-1934-05,P-05539,Meazza,Giuseppe,4
2791,18,M-1934-06,P-01564,Iraragorri,José,6
2792,25,M-1934-06,P-01564,Iraragorri,José,4
2793,29,M-1934-06,P-08082,Lángara,Isidro,4
2794,55,M-1934-06,P-02781,Leônidas,not applicable,4
2795,4,M-1934-07,P-00487,Belis,Ernesto,4
2796,9,M-1934-07,P-03773,Jonasson,Sven,4
2797,48,M-1934-07,P-05859,Galateo,Alberto,4
2798,67,M-1934-07,P-03773,Jonasson,Sven,4
2799,79,M-1934-07,P-08693,Kroon,Knut,4
2800,7,M-1934-08,P-00717,Kielholz,Leopold,4
2801,29,M-1934-08,P-00058,Smit,Kick,4
2802,43,M-1934-08,P-00717,Kielholz,Leopold,4
2803,66,M-1934-08,P-00794,Abegglen,André,4
2804,69,M-1934-08,P-02178,Vente,Leen,4
2805,8,M-1934-09,P-05418,Horvath,Johann,4
2806,51,M-1934-09,P-07363,Zischek,Karl,4
2807,60,M-1934-09,P-06711,Sárosi,György,6
2808,18,M-1934-10,P-00717,Kielholz,Leopold,4
2809,24,M-1934-10,P-03733,Svoboda,František,4
2810,49,M-1934-10,P-06883,Sobotka,Jiří,4
2811,78,M-1934-10,P-06294,Jäggi,Willy,4
2812,82,M-1934-10,P-03976,Nejedlý,Oldřich,4
2813,60,M-1934-11,P-01997,Hohmann,Karl,4
2814,63,M-1934-11,P-01997,Hohmann,Karl,4
2815,82,M-1934-11,P-05300,Dunker,Gösta,4
2816,30,M-1934-12,P-01334,Regueiro,Luis,4
2817,44,M-1934-12,P-08089,Ferrari,Giovanni,4
2818,11,M-1934-13,P-05539,Meazza,Giuseppe,4
2819,21,M-1934-14,P-03976,Nejedlý,Oldřich,4
2820,62,M-1934-14,P-01398,Noack,Rudolf,4
2821,69,M-1934-14,P-03976,Nejedlý,Oldřich,4
2822,80,M-1934-14,P-03976,Nejedlý,Oldřich,4
2823,19,M-1934-15,P-06167,Guaita,Enrique,4
2824,1,M-1934-16,P-02630,Lehner,Ernst,4
2825,27,M-1934-16,P-08398,Conen,Edmund,4
2826,28,M-1934-16,P-05418,Horvath,Johann,4
2827,42,M-1934-16,P-02630,Lehner,Ernst,4
2828,54,M-1934-16,P-04107,Sesta,Karl,4
2829,71,M-1934-17,P-09763,Puč,Antonín,4
2830,81,M-1934-17,P-04792,Orsi,Raimundo,4
2831,95,M-1934-17,P-07470,Schiavio,Angelo,4
2832,29,M-1938-01,P-00572,Gauchel,Josef,4
2833,43,M-1938-01,P-00794,Abegglen,André,4
2834,35,M-1938-02,P-09277,Bindea,Silviu,4
2835,44,M-1938-02,P-01607,Socorro,Héctor,4
2836,69,M-1938-02,P-01799,Magriñá,José,4
2837,88,M-1938-02,P-01978,Baratky,Iuliu,4
2838,103,M-1938-02,P-01607,Socorro,Héctor,4
2839,105,M-1938-02,P-04489,Dobay,Ștefan,4
2840,1,M-1938-03,P-03073,Veinante,Émile,4
2841,16,M-1938-03,P-05059,Nicolas,Jean,4
2842,38,M-1938-03,P-03477,Isemborghs,Hendrik,4
2843,69,M-1938-03,P-05059,Nicolas,Jean,4
2844,13,M-1938-04,P-09561,Kohut,Vilmos,4
2845,15,M-1938-04,P-07116,Toldi,Géza,4
2846,28,M-1938-04,P-06711,Sárosi,György,4
2847,35,M-1938-04,P-01735,Zsengellér,Gyula,4
2848,76,M-1938-04,P-01735,Zsengellér,Gyula,4
2849,89,M-1938-04,P-06711,Sárosi,György,4
2850,2,M-1938-05,P-02623,Ferraris,Pietro,4
2851,83,M-1938-05,P-05805,Brustad,Arne,4
2852,94,M-1938-05,P-01559,Piola,Silvio,4
2853,18,M-1938-06,P-02781,Leônidas,not applicable,4
2854,23,M-1938-06,P-05903,Scherfke,Fryderyk,6
2855,25,M-1938-06,P-05766,Romeu,not applicable,4
2856,44,M-1938-06,P-01535,Perácio,not applicable,4
2857,53,M-1938-06,P-04474,Wilimowski,Ernst,4
2858,59,M-1938-06,P-04474,Wilimowski,Ernst,4
2859,71,M-1938-06,P-01535,Perácio,not applicable,4
2860,89,M-1938-06,P-04474,Wilimowski,Ernst,4
2861,93,M-1938-06,P-02781,Leônidas,not applicable,4
2862,104,M-1938-06,P-02781,Leônidas,not applicable,4
2863,118,M-1938-06,P-04474,Wilimowski,Ernst,4
2864,93,M-1938-07,P-09410,Košťálek,Josef,4
2865,111,M-1938-07,P-06318,Zeman,Josef,4
2866,118,M-1938-07,P-03976,Nejedlý,Oldřich,4
2867,35,M-1938-08,P-04489,Dobay,Ștefan,4
2868,51,M-1938-08,P-01607,Socorro,Héctor,4
2869,57,M-1938-08,P-06541,Fernández,Tomás,4
2870,8,M-1938-09,P-02949,Hahnemann,Wilhelm,4
2871,22,M-1938-09,P-01968,Lörtscher,Ernst,5
2872,42,M-1938-09,P-00747,Walaschek,Eugen,4
2873,64,M-1938-09,P-06296,Bickel,Alfred,4
2874,75,M-1938-09,P-00794,Abegglen,André,4
2875,78,M-1938-09,P-00794,Abegglen,André,4
2876,30,M-1938-10,P-02781,Leônidas,not applicable,4
2877,65,M-1938-10,P-03976,Nejedlý,Oldřich,6
2878,40,M-1938-11,P-06711,Sárosi,György,4
2879,89,M-1938-11,P-01735,Zsengellér,Gyula,4
2880,9,M-1938-12,P-02808,Colaussi,Gino,4
2881,10,M-1938-12,P-05319,Heisserer,Oscar,4
2882,51,M-1938-12,P-01559,Piola,Silvio,4
2883,72,M-1938-12,P-01559,Piola,Silvio,4
2884,9,M-1938-13,P-01669,Andersson,Harry,4
2885,22,M-1938-13,P-09697,Wetterström,Gustav,4
2886,37,M-1938-13,P-09697,Wetterström,Gustav,4
2887,44,M-1938-13,P-09697,Wetterström,Gustav,4
2888,80,M-1938-13,P-09376,Keller,Tore,4
2889,81,M-1938-13,P-01669,Andersson,Harry,4
2890,84,M-1938-13,P-00080,Nyberg,Arne,4
2891,89,M-1938-13,P-01669,Andersson,Harry,4
2892,25,M-1938-14,P-08236,Kopecký,Vlastimil,4
2893,57,M-1938-14,P-02781,Leônidas,not applicable,4
2894,62,M-1938-14,P-04249,Roberto,not applicable,4
2895,1,M-1938-15,P-00080,Nyberg,Arne,4
2896,19,M-1938-15,P-04854,Jacobsson,Sven,5
2897,37,M-1938-15,P-04518,Titkos,Pál,4
2898,39,M-1938-15,P-01735,Zsengellér,Gyula,4
2899,65,M-1938-15,P-06711,Sárosi,György,4
2900,85,M-1938-15,P-01735,Zsengellér,Gyula,4
2901,51,M-1938-16,P-02808,Colaussi,Gino,4
2902,60,M-1938-16,P-05539,Meazza,Giuseppe,6
2903,87,M-1938-16,P-05766,Romeu,not applicable,4
2904,28,M-1938-17,P-03773,Jonasson,Sven,4
2905,38,M-1938-17,P-00080,Nyberg,Arne,4
2906,44,M-1938-17,P-05766,Romeu,not applicable,4
2907,63,M-1938-17,P-02781,Leônidas,not applicable,4
2908,74,M-1938-17,P-02781,Leônidas,not applicable,4
2909,80,M-1938-17,P-01535,Perácio,not applicable,4
2910,6,M-1938-18,P-02808,Colaussi,Gino,4
2911,8,M-1938-18,P-04518,Titkos,Pál,4
2912,16,M-1938-18,P-01559,Piola,Silvio,4
2913,35,M-1938-18,P-02808,Colaussi,Gino,4
2914,70,M-1938-18,P-06711,Sárosi,György,4
2915,82,M-1938-18,P-01559,Piola,Silvio,4
2916,30,M-1950-01,P-03149,Ademir,not applicable,4
2917,65,M-1950-01,P-08717,Jair,not applicable,4
2918,71,M-1950-01,P-04939,Baltazar,not applicable,4
2919,79,M-1950-01,P-03149,Ademir,not applicable,4
2920,59,M-1950-02,P-01124,Mitić,Rajko,4
2921,70,M-1950-02,P-01579,Tomašević,Kosta,4
2922,84,M-1950-02,P-03929,Ognjanov,Tihomir,4
2923,39,M-1950-03,P-04701,Mortensen,Stan,4
2924,51,M-1950-03,P-03959,Mannion,Wilf,4
2925,17,M-1950-04,P-09110,Pariani,Gino,4
2926,81,M-1950-04,P-04220,Igoa,Silvestre,4
2927,83,M-1950-04,P-05910,Basora,Estanislau,4
2928,89,M-1950-04,P-02813,Zarra,Telmo,4
2929,7,M-1950-05,P-09440,Carapellese,Riccardo,4
2930,25,M-1950-05,P-09793,Jeppson,Hasse,4
2931,33,M-1950-05,P-08064,Andersson,Sune,4
2932,68,M-1950-05,P-09793,Jeppson,Hasse,4
2933,75,M-1950-05,P-02995,Muccinelli,Ermes,4
2934,3,M-1950-06,P-03614,Alfredo,not applicable,4
2935,17,M-1950-06,P-03058,Fatton,Jacques,4
2936,32,M-1950-06,P-04939,Baltazar,not applicable,4
2937,88,M-1950-06,P-03058,Fatton,Jacques,4
2938,20,M-1950-07,P-02573,Bobek,Stjepan,4
2939,23,M-1950-07,P-00657,Čajkovski,Željko,4
2940,51,M-1950-07,P-00657,Čajkovski,Željko,4
2941,81,M-1950-07,P-01579,Tomašević,Kosta,4
2942,89,M-1950-07,P-08778,Ortiz,Héctor,6
2943,17,M-1950-08,P-05910,Basora,Estanislau,4
2944,30,M-1950-08,P-02813,Zarra,Telmo,4
2945,38,M-1950-09,P-01919,Gaetjens,Joe,4
2946,17,M-1950-10,P-05021,Sundqvist,Stig,4
2947,26,M-1950-10,P-03589,Palmér,Karl-Erik,4
2948,35,M-1950-10,P-09381,López,Atilio,4
2949,74,M-1950-10,P-02734,Fretes,César López,4
2950,4,M-1950-11,P-03149,Ademir,not applicable,4
2951,69,M-1950-11,P-02593,Zizinho,not applicable,4
2952,16,M-1950-12,P-09632,Robledo,George,4
2953,32,M-1950-12,P-03082,Cremaschi,Atilio,4
2954,47,M-1950-12,P-02433,Wallace,Frank,4
2955,48,M-1950-12,P-03061,Maca,Joe,6
2956,54,M-1950-12,P-07307,Prieto,Andrés,4
2957,60,M-1950-12,P-03082,Cremaschi,Atilio,4
2958,82,M-1950-12,P-04368,Riera,Fernando,4
2959,48,M-1950-13,P-02813,Zarra,Telmo,4
2960,12,M-1950-14,P-09440,Carapellese,Riccardo,4
2961,62,M-1950-14,P-00856,Pandolfini,Egisto,4
2962,14,M-1950-15,P-01364,Míguez,Oscar,4
2963,18,M-1950-15,P-07790,Vidal,Ernesto,4
2964,23,M-1950-15,P-01903,Schiaffino,Juan Alberto,4
2965,40,M-1950-15,P-01364,Míguez,Oscar,4
2966,51,M-1950-15,P-01364,Míguez,Oscar,4
2967,54,M-1950-15,P-01903,Schiaffino,Juan Alberto,4
2968,83,M-1950-15,P-05499,Pérez,Julio,4
2969,87,M-1950-15,P-09441,Ghiggia,Alcides,4
2970,10,M-1950-16,P-06710,Bader,René,4
2971,44,M-1950-16,P-02067,Antenen,Charles,4
2972,89,M-1950-16,P-03150,Casarín,Horacio,4
2973,17,M-1950-17,P-03149,Ademir,not applicable,4
2974,36,M-1950-17,P-03149,Ademir,not applicable,4
2975,39,M-1950-17,P-03960,Chico,not applicable,4
2976,52,M-1950-17,P-03149,Ademir,not applicable,4
2977,58,M-1950-17,P-03149,Ademir,not applicable,4
2978,67,M-1950-17,P-08064,Andersson,Sune,6
2979,85,M-1950-17,P-04233,Maneca,not applicable,4
2980,88,M-1950-17,P-03960,Chico,not applicable,4
2981,29,M-1950-18,P-09441,Ghiggia,Alcides,4
2982,37,M-1950-18,P-05910,Basora,Estanislau,4
2983,39,M-1950-18,P-05910,Basora,Estanislau,4
2984,73,M-1950-18,P-05562,Varela,Obdulio,4
2985,15,M-1950-19,P-03149,Ademir,not applicable,4
2986,21,M-1950-19,P-08717,Jair,not applicable,4
2987,31,M-1950-19,P-03960,Chico,not applicable,4
2988,55,M-1950-19,P-03960,Chico,not applicable,4
2989,57,M-1950-19,P-03149,Ademir,not applicable,4
2990,67,M-1950-19,P-02593,Zizinho,not applicable,4
2991,71,M-1950-19,P-04220,Igoa,Silvestre,4
2992,5,M-1950-20,P-03589,Palmér,Karl-Erik,4
2993,39,M-1950-20,P-09441,Ghiggia,Alcides,4
2994,40,M-1950-20,P-05021,Sundqvist,Stig,4
2995,77,M-1950-20,P-01364,Míguez,Oscar,4
2996,85,M-1950-20,P-01364,Míguez,Oscar,4
2997,15,M-1950-21,P-05021,Sundqvist,Stig,4
2998,33,M-1950-21,P-03754,Mellberg,Bror,4
2999,80,M-1950-21,P-03589,Palmér,Karl-Erik,4
3000,82,M-1950-21,P-02813,Zarra,Telmo,4
3001,47,M-1950-22,P-05293,Friaça,not applicable,4
3002,66,M-1950-22,P-01903,Schiaffino,Juan Alberto,4
3003,79,M-1950-22,P-09441,Ghiggia,Alcides,4
3004,23,M-1954-01,P-04939,Baltazar,not applicable,4
3005,30,M-1954-01,P-07677,Didi,not applicable,4
3006,34,M-1954-01,P-09243,Pinga,not applicable,4
3007,43,M-1954-01,P-09243,Pinga,not applicable,4
3008,69,M-1954-01,P-01861,Julinho,not applicable,4
3009,15,M-1954-02,P-04520,Milutinović,Miloš,4
3010,33,M-1954-03,P-09592,Probst,Erich,4
3011,71,M-1954-04,P-01364,Míguez,Oscar,4
3012,84,M-1954-04,P-01903,Schiaffino,Juan Alberto,4
3013,18,M-1954-05,P-07799,Ballaman,Robert,4
3014,44,M-1954-05,P-05616,Boniperti,Giampiero,4
3015,78,M-1954-05,P-04731,Hügi,Josef,4
3016,12,M-1954-06,P-01259,Puskás,Ferenc,4
3017,18,M-1954-06,P-09080,Lantos,Mihály,4
3018,24,M-1954-06,P-06982,Kocsis,Sándor,4
3019,36,M-1954-06,P-06982,Kocsis,Sándor,4
3020,50,M-1954-06,P-06982,Kocsis,Sándor,4
3021,59,M-1954-06,P-08206,Czibor,Zoltán,4
3022,75,M-1954-06,P-03223,Palotás,Péter,4
3023,83,M-1954-06,P-03223,Palotás,Péter,4
3024,89,M-1954-06,P-01259,Puskás,Ferenc,4
3025,2,M-1954-07,P-08861,Mamat,Suat,4
3026,14,M-1954-07,P-00262,Schäfer,Hans,4
3027,52,M-1954-07,P-05587,Klodt,Bernhard,4
3028,60,M-1954-07,P-06734,Walter,Ottmar,4
3029,84,M-1954-07,P-08055,Morlock,Max,4
3030,5,M-1954-08,P-03200,Anoul,Léopold,4
3031,26,M-1954-08,P-09276,Broadis,Ivor,4
3032,36,M-1954-08,P-05041,Lofthouse,Nat,4
3033,63,M-1954-08,P-09276,Broadis,Ivor,4
3034,67,M-1954-08,P-06716,Coppens,Henri,4
3035,71,M-1954-08,P-03200,Anoul,Léopold,4
3036,91,M-1954-08,P-05041,Lofthouse,Nat,4
3037,94,M-1954-08,P-04120,Dickinson,Jimmy,5
3038,17,M-1954-09,P-03059,Borges,Carlos,4
3039,30,M-1954-09,P-01364,Míguez,Oscar,4
3040,47,M-1954-09,P-03059,Borges,Carlos,4
3041,54,M-1954-09,P-03687,Abbadie,Julio,4
3042,57,M-1954-09,P-03059,Borges,Carlos,4
3043,83,M-1954-09,P-01364,Míguez,Oscar,4
3044,85,M-1954-09,P-03687,Abbadie,Julio,4
3045,48,M-1954-10,P-00620,Zebec,Branko,4
3046,69,M-1954-10,P-07677,Didi,not applicable,4
3047,3,M-1954-11,P-02548,Stojaspal,Ernst,4
3048,4,M-1954-11,P-09592,Probst,Erich,4
3049,21,M-1954-11,P-09592,Probst,Erich,4
3050,24,M-1954-11,P-09592,Probst,Erich,4
3051,65,M-1954-11,P-02548,Stojaspal,Ernst,4
3052,19,M-1954-12,P-02694,Vincent,Jean,4
3053,46,M-1954-12,P-05251,Cárdenas,Raúl,5
3054,54,M-1954-12,P-03660,Lamadrid,José Luis,4
3055,85,M-1954-12,P-00309,Balcázar,Tomás,4
3056,88,M-1954-12,P-03076,Kopa,Raymond,6
3057,3,M-1954-13,P-06982,Kocsis,Sándor,4
3058,17,M-1954-13,P-01259,Puskás,Ferenc,4
3059,21,M-1954-13,P-06982,Kocsis,Sándor,4
3060,25,M-1954-13,P-09505,Pfaff,Alfred,4
3061,52,M-1954-13,P-03542,Hidegkuti,Nándor,4
3062,54,M-1954-13,P-03542,Hidegkuti,Nándor,4
3063,69,M-1954-13,P-06982,Kocsis,Sándor,4
3064,75,M-1954-13,P-00259,Tóth,József,4
3065,77,M-1954-13,P-00174,Rahn,Helmut,4
3066,78,M-1954-13,P-06982,Kocsis,Sándor,4
3067,84,M-1954-13,P-02908,Herrmann,Richard,4
3068,10,M-1954-14,P-08861,Mamat,Suat,4
3069,24,M-1954-14,P-03924,Küçükandonyadis,Lefter,4
3070,30,M-1954-14,P-08861,Mamat,Suat,4
3071,37,M-1954-14,P-06343,Sargun,Burhan,4
3072,64,M-1954-14,P-06343,Sargun,Burhan,4
3073,70,M-1954-14,P-06343,Sargun,Burhan,4
3074,76,M-1954-14,P-01593,Keskin,Erol,4
3075,41,M-1954-15,P-00856,Pandolfini,Egisto,6
3076,48,M-1954-15,P-02609,Galli,Carlo,4
3077,58,M-1954-15,P-07295,Frignani,Amleto,4
3078,78,M-1954-15,P-03610,Lorenzi,Benito,4
3079,81,M-1954-15,P-03200,Anoul,Léopold,4
3080,43,M-1954-16,P-03336,Mullen,Jimmy,4
3081,69,M-1954-16,P-01511,Wilshaw,Dennis,4
3082,7,M-1954-17,P-06734,Walter,Ottmar,4
3083,12,M-1954-17,P-00262,Schäfer,Hans,4
3084,21,M-1954-17,P-06502,Ertan,Mustafa,4
3085,30,M-1954-17,P-08055,Morlock,Max,4
3086,60,M-1954-17,P-08055,Morlock,Max,4
3087,62,M-1954-17,P-09693,Walter,Fritz,4
3088,77,M-1954-17,P-08055,Morlock,Max,4
3089,79,M-1954-17,P-00262,Schäfer,Hans,4
3090,82,M-1954-17,P-03924,Küçükandonyadis,Lefter,4
3091,14,M-1954-18,P-04731,Hügi,Josef,4
3092,48,M-1954-18,P-07799,Ballaman,Robert,4
3093,67,M-1954-18,P-00244,Nesti,Fulvio,4
3094,85,M-1954-18,P-04731,Hügi,Josef,4
3095,90,M-1954-18,P-03058,Fatton,Jacques,4
3096,16,M-1954-19,P-07799,Ballaman,Robert,4
3097,17,M-1954-19,P-04731,Hügi,Josef,4
3098,19,M-1954-19,P-04731,Hügi,Josef,4
3099,25,M-1954-19,P-07317,Wagner,Theodor,4
3100,26,M-1954-19,P-05223,Körner,Alfred,4
3101,27,M-1954-19,P-07317,Wagner,Theodor,4
3102,32,M-1954-19,P-01047,Ocwirk,Ernst,4
3103,34,M-1954-19,P-05223,Körner,Alfred,4
3104,39,M-1954-19,P-07799,Ballaman,Robert,4
3105,53,M-1954-19,P-07317,Wagner,Theodor,4
3106,60,M-1954-19,P-04731,Hügi,Josef,4
3107,76,M-1954-19,P-09592,Probst,Erich,4
3108,5,M-1954-20,P-03059,Borges,Carlos,4
3109,16,M-1954-20,P-05041,Lofthouse,Nat,4
3110,39,M-1954-20,P-05562,Varela,Obdulio,4
3111,46,M-1954-20,P-01903,Schiaffino,Juan Alberto,4
3112,67,M-1954-20,P-02837,Finney,Tom,4
3113,78,M-1954-20,P-08866,Ambrois,Javier,4
3114,4,M-1954-21,P-03542,Hidegkuti,Nándor,4
3115,7,M-1954-21,P-06982,Kocsis,Sándor,4
3116,18,M-1954-21,P-02499,Santos,Djalma,6
3117,60,M-1954-21,P-09080,Lantos,Mihály,6
3118,65,M-1954-21,P-01861,Julinho,not applicable,4
3119,88,M-1954-21,P-06982,Kocsis,Sándor,4
3120,9,M-1954-22,P-07349,Horvat,Ivica,5
3121,85,M-1954-22,P-00174,Rahn,Helmut,4
3122,13,M-1954-23,P-08206,Czibor,Zoltán,4
3123,46,M-1954-23,P-03542,Hidegkuti,Nándor,4
3124,75,M-1954-23,P-00295,Hohberg,Juan,4
3125,86,M-1954-23,P-00295,Hohberg,Juan,4
3126,111,M-1954-23,P-06982,Kocsis,Sándor,4
3127,116,M-1954-23,P-06982,Kocsis,Sándor,4
3128,31,M-1954-24,P-00262,Schäfer,Hans,4
3129,47,M-1954-24,P-08055,Morlock,Max,4
3130,51,M-1954-24,P-09592,Probst,Erich,4
3131,54,M-1954-24,P-09693,Walter,Fritz,6
3132,61,M-1954-24,P-06734,Walter,Ottmar,4
3133,64,M-1954-24,P-09693,Walter,Fritz,6
3134,89,M-1954-24,P-06734,Walter,Ottmar,4
3135,16,M-1954-25,P-02548,Stojaspal,Ernst,6
3136,22,M-1954-25,P-00295,Hohberg,Juan,4
3137,59,M-1954-25,P-01798,Cruz,Luis,5
3138,89,M-1954-25,P-01047,Ocwirk,Ernst,4
3139,6,M-1954-26,P-01259,Puskás,Ferenc,4
3140,8,M-1954-26,P-08206,Czibor,Zoltán,4
3141,10,M-1954-26,P-08055,Morlock,Max,4
3142,18,M-1954-26,P-00174,Rahn,Helmut,4
3143,84,M-1954-26,P-00174,Rahn,Helmut,4
3144,17,M-1958-01,P-07592,Simonsson,Agne,4
3145,57,M-1958-01,P-03179,Liedholm,Nils,6
3146,64,M-1958-01,P-07592,Simonsson,Agne,4
