,minute_regulation,match_id,player_id,family_name,given_name,Event
1172,36,M-2002-08,P-02400,Valerón,Juan Carlos,2
1173,45,M-2002-08,P-08451,Karić,Amir,2
1174,65,M-2002-08,P-07172,Cimirotič,Sebastjan,2
1175,59,M-2002-09,P-08311,Živković,Boris,3
1176,21,M-2002-10,P-01520,Akyel,Fatih,2
1177,24,M-2002-10,P-07737,Ünsal,Hakan,2
1178,44,M-2002-10,P-01155,Özalan,Alpay,2
1179,73,M-2002-10,P-03984,Denílson,not applicable,2
1180,86,M-2002-10,P-01155,Özalan,Alpay,3
1181,90,M-2002-10,P-07737,Ünsal,Hakan,1
1182,14,M-2002-11,P-09578,Porozo,Augusto,2
1183,49,M-2002-11,P-03632,de la Cruz,Ulises,2
1184,54,M-2002-11,P-04306,Chalá,Cléber,2
1185,81,M-2002-11,P-08335,Cannavaro,Fabio,2
1186,15,M-2002-12,P-02701,Marín,Luis,2
1187,17,M-2002-12,P-00864,Solís,Mauricio,2
1188,60,M-2002-12,P-03651,Li,Tie,2
1189,72,M-2002-12,P-09292,Xu,Yunlong,2
1190,77,M-2002-12,P-02827,Li,Xiaopeng,2
1191,79,M-2002-12,P-04375,Gómez,Rónald,2
1192,85,M-2002-12,P-07000,Centeno,Walter,2
1193,21,M-2002-13,P-05770,Van der Heyden,Peter,2
1194,31,M-2002-13,P-08644,Toda,Kazuyuki,2
1195,54,M-2002-13,P-02842,Inamoto,Junichi,2
1196,62,M-2002-13,P-03700,Verheyen,Gert,2
1197,82,M-2002-13,P-08742,Van Meir,Eric,2
1198,31,M-2002-14,P-05154,Krzynówek,Jacek,2
1199,70,M-2002-14,P-02922,Park,Ji-sung,2
1200,79,M-2002-14,P-04269,Hajto,Tomasz,2
1201,84,M-2002-14,P-05935,Świerczewski,Piotr,2
1202,90,M-2002-14,P-07601,Cha,Du-ri,2
1203,27,M-2002-15,P-01200,Semshov,Igor,2
1204,50,M-2002-15,P-06775,Gabsi,Hassen,2
1205,75,M-2002-15,P-06035,Jaziri,Ziad,2
1206,88,M-2002-15,P-08292,Alenichev,Dmitri,2
1207,34,M-2002-16,P-06901,Beto,not applicable,2
1208,52,M-2002-16,P-04098,Petit,not applicable,2
1209,90,M-2002-16,P-09664,Beasley,DaMarcus,2
1210,7,M-2002-18,P-05976,Sand,Ebbe,2
1211,10,M-2002-18,P-01237,Fadiga,Khalilou,2
1212,20,M-2002-18,P-09117,Tomasson,Jon Dahl,2
1213,62,M-2002-18,P-06342,Diao,Salif,2
1214,80,M-2002-18,P-06342,Diao,Salif,3
1215,82,M-2002-18,P-00151,Helveg,Thomas,2
1216,84,M-2002-18,P-04074,Poulsen,Christian,2
1217,10,M-2002-19,P-06288,Womé,Pierre,2
1218,59,M-2002-19,P-08583,Al-Yami,Al Hasan,2
1219,11,M-2002-20,P-01396,García,Pablo,2
1220,25,M-2002-20,P-00514,Henry,Thierry,3
1221,45,M-2002-20,P-05544,Petit,Emmanuel,2
1222,45,M-2002-20,P-00305,Abreu,Sebastián,2
1223,45,M-2002-20,P-09467,Romero,Marcelo,2
1224,47,M-2002-20,P-05329,Silva,Darío,2
1225,31,M-2002-21,P-08506,Mjällby,Johan,2
1226,69,M-2002-21,P-09528,Alexandersson,Niclas,2
1227,80,M-2002-21,P-07212,West,Taribo,2
1228,9,M-2002-22,P-02395,Baraja,Rubén,2
1229,44,M-2002-22,P-01896,Arce,Francisco,2
1230,60,M-2002-22,P-01510,Gavilán,Diego,2
1231,80,M-2002-22,P-00564,Santa Cruz,Roque,2
1232,13,M-2002-23,P-05966,Batistuta,Gabriel,2
1233,29,M-2002-23,P-04576,Cole,Ashley,2
1234,50,M-2002-23,P-04745,Heskey,Emile,2
1235,12,M-2002-24,P-03529,Radebe,Lucas,2
1236,35,M-2002-24,P-04073,Vugdalić,Muamer,2
1237,52,M-2002-24,P-06777,Milinovič,Željko,2
1238,59,M-2002-24,P-08965,Mokoena,Teboho,2
1239,62,M-2002-24,P-03491,Čeh,Aleš,2
1240,75,M-2002-24,P-06183,Pavlin,Miran,2
1241,39,M-2002-25,P-01399,Kovač,Robert,2
1242,51,M-2002-25,P-07756,Vieri,Christian,2
1243,25,M-2002-26,P-05984,Ronaldinho,not applicable,2
1244,69,M-2002-26,P-07081,Júnior,Roque,2
1245,15,M-2002-27,P-02546,Kaviedes,Iván,2
1246,27,M-2002-27,P-09959,Cevallos,José Francisco,2
1247,49,M-2002-27,P-08310,Guerrón,Raúl,2
1248,61,M-2002-27,P-05681,Tenorio,Carlos,2
1249,65,M-2002-27,P-09068,Torrado,Gerardo,2
1250,87,M-2002-27,P-07739,Delgado,Agustín,2
1251,20,M-2002-28,P-01347,Aşık,Emre,2
1252,24,M-2002-28,P-07453,Martínez,Gilberto,2
1253,43,M-2002-28,P-07556,Castro,Carlos,2
1254,45,M-2002-28,P-08738,Kerimoğlu,Tugay,2
1255,89,M-2002-28,P-08349,Belözoğlu,Emre,2
1256,13,M-2002-29,P-00130,Pimenov,Ruslan,2
1257,15,M-2002-29,P-06218,Miyamoto,Tsuneyasu,2
1258,38,M-2002-29,P-04158,Solomatin,Andrei,2
1259,42,M-2002-29,P-09790,Nakata,Kōji,2
1260,60,M-2002-29,P-02625,Khokhlov,Dmitri,2
1261,90,M-2002-29,P-03642,Nakayama,Masashi,2
1262,30,M-2002-30,P-03436,Hejduk,Frankie,2
1263,39,M-2002-30,P-02244,Agoos,Jeff,2
1264,80,M-2002-30,P-04888,Hong,Myung-bo,2
1265,22,M-2002-31,P-06775,Gabsi,Hassen,2
1266,40,M-2002-31,P-03235,Van Buyten,Daniel,2
1267,43,M-2002-31,P-01207,Ghodhbane,Kaies,2
1268,68,M-2002-31,P-06524,Trabelsi,Hatem,2
1269,69,M-2002-31,P-07378,Melki,Mourad,2
1270,21,M-2002-32,P-05935,Świerczewski,Piotr,2
1271,25,M-2002-32,P-09612,Frechaut,Nuno,2
1272,27,M-2002-32,P-09874,Costa,Jorge,2
1273,31,M-2002-32,P-08843,Jorge,Rui,2
1274,39,M-2002-32,P-04133,Bąk,Arkadiusz,2
1275,8,M-2002-33,P-06743,Dugarry,Christophe,2
1276,27,M-2002-33,P-04074,Poulsen,Christian,2
1277,71,M-2002-33,P-02038,Jensen,Niclas,2
1278,2,M-2002-34,P-04796,Camara,Henri,2
1279,4,M-2002-34,P-04764,Daf,Omar,2
1280,8,M-2002-34,P-09467,Romero,Marcelo,2
1281,19,M-2002-34,P-03398,Carini,Fabián,2
1282,35,M-2002-34,P-01396,García,Pablo,2
1283,39,M-2002-34,P-01061,Coly,Ferdinand,2
1284,40,M-2002-34,P-00182,Rodríguez,Darío,2
1285,69,M-2002-34,P-03102,Diop,Papa Bouba,2
1286,82,M-2002-34,P-00461,Diouf,El Hadji,2
1287,82,M-2002-34,P-06038,Montero,Paolo,2
1288,87,M-2002-34,P-01237,Fadiga,Khalilou,2
1289,87,M-2002-34,P-06339,Beye,Habib,2
1290,8,M-2002-35,P-06235,Foé,Marc-Vivien,2
1291,9,M-2002-35,P-04207,Jancker,Carsten,2
1292,29,M-2002-35,P-01250,Hamann,Dietmar,2
1293,31,M-2002-35,P-07241,Ballack,Michael,2
1294,37,M-2002-35,P-09965,Ramelow,Carsten,2
1295,40,M-2002-35,P-09965,Ramelow,Carsten,1
1296,42,M-2002-35,P-01444,Song,Rigobert,2
1297,42,M-2002-35,P-06964,Kahn,Oliver,2
1298,44,M-2002-35,P-02539,Tchato,Bill,2
1299,56,M-2002-35,P-04486,Geremi,not applicable,2
1300,58,M-2002-35,P-07647,Olembé,Salomon,2
1301,60,M-2002-35,P-01783,Suffo,Patrick,2
1302,72,M-2002-35,P-03521,Ziege,Christian,2
1303,74,M-2002-35,P-00715,Frings,Torsten,2
1304,77,M-2002-35,P-01783,Suffo,Patrick,1
1305,81,M-2002-35,P-08170,Lauren,not applicable,2
1306,61,M-2002-36,P-06650,Al-Temyat,Nawaf,2
1307,70,M-2002-36,P-00748,Staunton,Steve,2
1308,55,M-2002-38,P-06095,Chamot,José,2
1309,58,M-2002-38,P-02032,Almeyda,Matías,2
1310,65,M-2002-38,P-02274,Svensson,Magnus,2
1311,75,M-2002-38,P-04008,González,Kily,2
1312,78,M-2002-38,P-01768,Larsson,Henrik,2
1313,4,M-2002-39,P-00506,Paredes,Carlos,2
1314,15,M-2002-39,P-06183,Pavlin,Miran,2
1315,22,M-2002-39,P-00506,Paredes,Carlos,1
1316,68,M-2002-39,P-08451,Karić,Amir,2
1317,69,M-2002-39,P-05734,Rudonja,Mladen,2
1318,79,M-2002-39,P-06777,Milinovič,Željko,2
1319,81,M-2002-39,P-08700,Čeh,Nastja,3
1320,16,M-2002-40,P-07228,Nzama,Cyril,2
1321,67,M-2002-40,P-07757,Carnell,Bradley,2
1322,69,M-2002-40,P-06766,Nomvethe,Siyabonga,2
1323,81,M-2002-40,P-00605,Mokoena,Aaron,2
1324,90,M-2002-41,P-04884,Cafu,not applicable,2
1325,19,M-2002-42,P-01347,Aşık,Emre,2
1326,30,M-2002-42,P-08349,Belözoğlu,Emre,2
1327,45,M-2002-42,P-01941,Yang,Pu,2
1328,58,M-2002-42,P-06272,Shao,Jiayi,3
1329,62,M-2002-42,P-01913,Li,Weifeng,2
1330,81,M-2002-42,P-00320,Şaş,Hasan,2
1331,72,M-2002-43,P-03648,Tomas,Stjepan,2
1332,86,M-2002-43,P-04306,Chalá,Cléber,2
1333,90,M-2002-43,P-01596,Šimunić,Josip,2
1334,2,M-2002-44,P-04148,Arellano,Jesús,2
1335,5,M-2002-44,P-08335,Cannavaro,Fabio,2
1336,10,M-2002-44,P-02559,Panucci,Christian,2
1337,43,M-2002-44,P-03276,Totti,Francesco,2
1338,55,M-2002-44,P-04150,Zambrotta,Gianluca,2
1339,57,M-2002-44,P-01445,Montella,Vincenzo,2
1340,84,M-2002-44,P-01316,Pérez,Óscar,2
1341,12,M-2002-45,P-04158,Solomatin,Andrei,2
1342,14,M-2002-45,P-01034,Smertin,Alexey,2
1343,39,M-2002-45,P-02259,Vanderhaeghe,Yves,2
1344,64,M-2002-45,P-08292,Alenichev,Dmitri,2
1345,84,M-2002-45,P-05576,Sennikov,Dmitri,2
1346,21,M-2002-46,P-08106,Bouazizi,Riadh,2
1347,81,M-2002-46,P-08825,Badra,Khaled,2
1348,44,M-2002-47,P-06536,Majdan,Radosław,2
1349,46,M-2002-47,P-06546,Koźmiński,Marek,2
1350,63,M-2002-47,P-01159,Kucharski,Cezary,2
1351,72,M-2002-47,P-03436,Hejduk,Frankie,2
1352,86,M-2002-47,P-09159,Olisadebe,Emmanuel,2
1353,22,M-2002-48,P-06901,Beto,not applicable,2
1354,24,M-2002-48,P-07546,Kim,Tae-young,2
1355,27,M-2002-48,P-04336,Pinto,João,3
1356,57,M-2002-48,P-07113,Seol,Ki-hyeon,2
1357,66,M-2002-48,P-06901,Beto,not applicable,1
1358,74,M-2002-48,P-06230,Kim,Nam-il,2
1359,83,M-2002-48,P-09874,Costa,Jorge,2
1360,90,M-2002-48,P-07558,Ahn,Jung-hwan,2
1361,26,M-2002-49,P-03534,Acuña,Roberto,2
1362,35,M-2002-49,P-02165,Schneider,Bernd,2
1363,50,M-2002-49,P-07437,Cardozo,José,2
1364,71,M-2002-49,P-05722,Baumann,Frank,2
1365,90,M-2002-49,P-07241,Ballack,Michael,2
1366,90,M-2002-49,P-03534,Acuña,Roberto,3
1367,24,M-2002-50,P-06747,Tøfting,Stig,2
1368,50,M-2002-50,P-06841,Mills,Danny,2
1369,73,M-2002-51,P-01061,Coly,Ferdinand,2
1370,94,M-2002-51,P-02188,Thiaw,Pape,2
1371,62,M-2002-52,P-02986,Juanfran,not applicable,2
1372,87,M-2002-52,P-02395,Baraja,Rubén,2
1373,89,M-2002-52,P-03203,Hierro,Fernando,2
1374,26,M-2002-53,P-08563,Pope,Eddie,2
1375,37,M-2002-53,P-00594,Vidrio,Manuel,2
1376,47,M-2002-53,P-07912,Mastroeni,Pablo,2
1377,50,M-2002-53,P-06030,Wolff,Josh,2
1378,53,M-2002-53,P-07135,Berhalter,Gregg,2
1379,67,M-2002-53,P-07699,Hernández,Luis,2
1380,70,M-2002-53,P-07848,Blanco,Cuauhtémoc,2
1381,81,M-2002-53,P-00086,García Aspe,Alberto,2
1382,83,M-2002-53,P-06385,Friedel,Brad,2
1383,84,M-2002-53,P-06999,Carmona,Salvador,2
1384,88,M-2002-53,P-03561,Márquez,Rafael,3
1385,24,M-2002-54,P-02259,Vanderhaeghe,Yves,2
1386,28,M-2002-54,P-09709,Carlos,Roberto,2
1387,21,M-2002-55,P-01155,Özalan,Alpay,2
1388,44,M-2002-55,P-08810,Penbe,Ergün,2
1389,45,M-2002-55,P-08644,Toda,Kazuyuki,2
1390,90,M-2002-55,P-02937,Şükür,Hakan,2
1391,4,M-2002-56,P-01541,Coco,Francesco,2
1392,17,M-2002-56,P-07546,Kim,Tae-young,2
1393,22,M-2002-56,P-03276,Totti,Francesco,2
1394,55,M-2002-56,P-02541,Tommasi,Damiano,2
1395,59,M-2002-56,P-03472,Zanetti,Cristiano,2
1396,80,M-2002-56,P-02315,Song,Chong-gug,2
1397,99,M-2002-56,P-06947,Lee,Chun-soo,2
1398,103,M-2002-56,P-03276,Totti,Francesco,1
1399,115,M-2002-56,P-07651,Choi,Jin-cheul,2
1400,57,M-2002-57,P-05984,Ronaldinho,not applicable,3
1401,75,M-2002-57,P-00549,Scholes,Paul,2
1402,86,M-2002-57,P-06936,Ferdinand,Rio,2
1403,40,M-2002-58,P-09160,Lewis,Eddie,2
1404,41,M-2002-58,P-08563,Pope,Eddie,2
1405,66,M-2002-58,P-03197,Kehl,Sebastian,2
1406,68,M-2002-58,P-00859,Jeremies,Jens,2
1407,68,M-2002-58,P-00060,Reyna,Claudio,2
1408,69,M-2002-58,P-07912,Mastroeni,Pablo,2
1409,70,M-2002-58,P-07135,Berhalter,Gregg,2
1410,52,M-2002-59,P-07038,Yoo,Sang-chul,2
1411,53,M-2002-59,P-09538,de Pedro,Javier,2
1412,111,M-2002-59,P-08515,Morientes,Fernando,2
1413,12,M-2002-60,P-04764,Daf,Omar,2
1414,22,M-2002-60,P-08349,Belözoğlu,Emre,2
1415,63,M-2002-60,P-07984,Cissé,Aliou,2
1416,87,M-2002-60,P-00170,Mansız,İlhan,2
1417,71,M-2002-61,P-07241,Ballack,Michael,2
1418,85,M-2002-61,P-09562,Neuville,Oliver,2
1419,90,M-2002-61,P-04571,Lee,Min-sung,2
1420,41,M-2002-62,P-06133,Silva,Gilberto,2
1421,59,M-2002-62,P-08738,Kerimoğlu,Tugay,2
1422,90,M-2002-62,P-00320,Şaş,Hasan,2
1423,23,M-2002-63,P-03448,Lee,Eul-yong,2
1424,50,M-2002-63,P-08738,Kerimoğlu,Tugay,2
1425,83,M-2002-63,P-08945,Reçber,Rüştü,2
1426,6,M-2002-64,P-07081,Júnior,Roque,2
1427,9,M-2002-64,P-05224,Klose,Miroslav,2
1428,30,M-2006-01,P-06916,Fonseca,Danny,2
1429,31,M-2006-02,P-01722,Hurtado,Iván,2
1430,37,M-2006-02,P-01606,Smolarek,Euzebiusz,2
1431,70,M-2006-02,P-04130,Méndez,Édison,2
1432,19,M-2006-03,P-02373,Gerrard,Steven,2
1433,22,M-2006-03,P-05246,Valdez,Nelson Haedo,2
1434,63,M-2006-03,P-07815,Crouch,Peter,2
1435,15,M-2006-04,P-09888,John,Avery,2
1436,46,M-2006-04,P-09888,John,Avery,1
1437,74,M-2006-04,P-06966,Yorke,Dwight,2
1438,90,M-2006-04,P-01768,Larsson,Henrik,2
1439,41,M-2006-05,P-01135,Saviola,Javier,2
1440,48,M-2006-05,P-01142,Heinze,Gabriel,2
1441,62,M-2006-05,P-07536,Eboué,Emmanuel,2
1442,81,M-2006-05,P-04010,González,Lucho,2
1443,90,M-2006-05,P-06256,Drogba,Didier,2
1444,34,M-2006-06,P-02369,Stanković,Dejan,2
1445,56,M-2006-06,P-01713,van Bronckhorst,Giovanni,2
1446,64,M-2006-06,P-08122,Koroman,Ognjen,2
1447,81,M-2006-06,P-06170,Dragutinović,Ivica,2
1448,85,M-2006-06,P-02199,Heitinga,John,2
1449,90,M-2006-06,P-00952,Gavrančić,Goran,2
1450,18,M-2006-07,P-09068,Torrado,Gerardo,2
1451,55,M-2006-07,P-01531,Nekounam,Javad,2
1452,90,M-2006-07,P-04348,Salcido,Carlos,2
1453,26,M-2006-08,P-03142,Ronaldo,Cristiano,2
1454,28,M-2006-08,P-02890,Jamba,not applicable,2
1455,45,M-2006-08,P-05317,Locó,not applicable,2
1456,52,M-2006-08,P-05803,Macanga,André,2
1457,79,M-2006-08,P-05851,Valente,Nuno,2
1458,31,M-2006-09,P-06218,Miyamoto,Tsuneyasu,2
1459,33,M-2006-09,P-05001,Grella,Vince,2
1460,40,M-2006-09,P-09775,Takahara,Naohiro,2
1461,58,M-2006-09,P-02486,Moore,Craig,2
1462,68,M-2006-09,P-02776,Moniwa,Teruyuki,2
1463,69,M-2006-09,P-06889,Cahill,Tim,2
1464,78,M-2006-09,P-00232,Aloisi,John,2
1465,5,M-2006-10,P-01429,Onyewu,Oguchi,2
1466,16,M-2006-10,P-06769,Rozehnal,David,2
1467,59,M-2006-10,P-06141,Lokvenc,Vratislav,2
1468,60,M-2006-10,P-00060,Reyna,Claudio,2
1469,81,M-2006-10,P-02198,Rosický,Tomáš,2
1470,88,M-2006-10,P-02445,Grygera,Zdeněk,2
1471,10,M-2006-11,P-00192,De Rossi,Daniele,2
1472,41,M-2006-11,P-07729,Muntari,Sulley,2
1473,62,M-2006-11,P-09267,Camoranesi,Mauro,2
1474,65,M-2006-11,P-00211,Gyan,Asamoah,2
1475,88,M-2006-11,P-00013,Iaquinta,Vincenzo,2
1476,23,M-2006-12,P-05556,Abalo,Jean-Paul,2
1477,24,M-2006-12,P-08021,Romao,Alaixys,2
1478,41,M-2006-12,P-03603,Kim,Young-chul,2
1479,51,M-2006-12,P-06947,Lee,Chun-soo,2
1480,53,M-2006-12,P-05556,Abalo,Jean-Paul,1
1481,90,M-2006-12,P-04905,Tchangai,Massamasso,2
1482,42,M-2006-13,P-07205,Magnin,Ludovic,2
1483,45,M-2006-13,P-08118,Streller,Marco,2
1484,56,M-2006-13,P-09449,Degen,Philipp,2
1485,64,M-2006-13,P-03868,Abidal,Eric,2
1486,72,M-2006-13,P-03294,Zidane,Zinedine,2
1487,72,M-2006-13,P-08521,Cabanas,Ricardo,2
1488,90,M-2006-13,P-04271,Sagnol,Willy,2
1489,90,M-2006-13,P-01025,Frei,Alexander,2
1490,32,M-2006-14,P-06835,Kovač,Niko,2
1491,42,M-2006-14,P-00624,Emerson,not applicable,2
1492,67,M-2006-14,P-01399,Kovač,Robert,2
1493,90,M-2006-14,P-07686,Tudor,Igor,2
1494,17,M-2006-15,P-02007,Rusol,Andriy,2
1495,47,M-2006-15,P-08091,Vashchuk,Vladyslav,3
1496,52,M-2006-15,P-06571,Yezerskiy,Volodymyr,2
1497,35,M-2006-16,P-01725,Haggui,Karim,2
1498,36,M-2006-16,P-08106,Bouazizi,Riadh,2
1499,65,M-2006-16,P-08917,Chedli,Adel,2
1500,79,M-2006-16,P-08914,Chikhaoui,Yassine,2
1501,3,M-2006-17,P-05154,Krzynówek,Jacek,2
1502,28,M-2006-17,P-00740,Sobolewski,Radosław,2
1503,58,M-2006-17,P-07241,Ballack,Michael,2
1504,68,M-2006-17,P-03734,Odonkor,David,2
1505,70,M-2006-17,P-05553,Metzelder,Christoph,2
1506,75,M-2006-17,P-00740,Sobolewski,Radosław,1
1507,89,M-2006-17,P-00180,Boruc,Artur,2
1508,10,M-2006-18,P-02701,Marín,Luis,2
1509,28,M-2006-18,P-00864,Solís,Mauricio,2
1510,44,M-2006-18,P-02037,Castillo,Segundo,2
1511,54,M-2006-18,P-03632,de la Cruz,Ulises,2
1512,60,M-2006-18,P-07745,Mora,Cristian,2
1513,18,M-2006-19,P-01437,Theobald,Densill,2
1514,19,M-2006-19,P-09580,Whitley,Aurtis,2
1515,45,M-2006-19,P-03904,Jones,Kenwyne,2
1516,47,M-2006-19,P-07763,Hislop,Shaka,2
1517,55,M-2006-19,P-03355,Gray,Cyd,2
1518,64,M-2006-19,P-00791,Lampard,Frank,2
1519,3,M-2006-20,P-01270,Caniza,Denis,2
1520,14,M-2006-20,P-09475,Linderoth,Tobias,2
1521,48,M-2006-20,P-02033,Lučić,Teddy,2
1522,51,M-2006-20,P-03534,Acuña,Roberto,2
1523,54,M-2006-20,P-06860,Núñez,Jorge,2
1524,60,M-2006-20,P-05913,Allbäck,Marcus,2
1525,74,M-2006-20,P-00506,Paredes,Carlos,2
1526,85,M-2006-20,P-04472,Barreto,Édgar,2
1527,7,M-2006-21,P-08122,Koroman,Ognjen,2
1528,27,M-2006-21,P-04947,Nađ,Albert,2
1529,36,M-2006-21,P-04864,Crespo,Hernán,2
1530,42,M-2006-21,P-01677,Krstajić,Mladen,2
1531,65,M-2006-21,P-00122,Kežman,Mateja,3
1532,25,M-2006-22,P-09829,Zokora,Didier,2
1533,34,M-2006-22,P-04780,Robben,Arjen,2
1534,35,M-2006-22,P-01291,Mathijsen,Joris,2
1535,41,M-2006-22,P-06256,Drogba,Didier,2
1536,58,M-2006-22,P-02765,van Bommel,Mark,2
1537,66,M-2006-22,P-03998,Boka,Arthur,2
1538,90,M-2006-22,P-02405,Landzaat,Denny,2
1539,13,M-2006-23,P-01838,Delgado,not applicable,2
1540,44,M-2006-23,P-05803,Macanga,André,2
1541,50,M-2006-23,P-08321,Zé Kalanga,not applicable,2
1542,59,M-2006-23,P-06101,Pineda,Gonzalo,2
1543,79,M-2006-23,P-05803,Macanga,André,1
1544,86,M-2006-23,P-04642,Ricardo,João,2
1545,20,M-2006-24,P-01531,Nekounam,Javad,2
1546,32,M-2006-24,P-02324,Madanchi,Mehrzad,2
1547,45,M-2006-24,P-07194,Pauleta,not applicable,2
1548,48,M-2006-24,P-03342,Deco,not applicable,2
1549,61,M-2006-24,P-02113,Costinha,not applicable,2
1550,73,M-2006-24,P-09719,Kaebi,Hossein,2
1551,88,M-2006-24,P-02736,Golmohammadi,Yahya,2
1552,18,M-2006-25,P-05466,Addo,Otto,2
1553,37,M-2006-25,P-09638,Essien,Michael,2
1554,49,M-2006-25,P-06141,Lokvenc,Vratislav,2
1555,65,M-2006-25,P-08070,Ujfaluši,Tomáš,3
1556,66,M-2006-25,P-00211,Gyan,Asamoah,2
1557,75,M-2006-25,P-09512,Boateng,Derek,2
1558,84,M-2006-25,P-07729,Muntari,Sulley,2
1559,90,M-2006-25,P-06041,Mohamed,Habib,2
1560,5,M-2006-26,P-03276,Totti,Francesco,2
1561,21,M-2006-26,P-08563,Pope,Eddie,2
1562,28,M-2006-26,P-00192,De Rossi,Daniele,3
1563,45,M-2006-26,P-07912,Mastroeni,Pablo,3
1564,47,M-2006-26,P-08563,Pope,Eddie,1
1565,70,M-2006-26,P-04150,Zambrotta,Gianluca,2
1566,21,M-2006-27,P-06218,Miyamoto,Tsuneyasu,2
1567,32,M-2006-27,P-01399,Kovač,Robert,2
1568,42,M-2006-27,P-02195,Kawaguchi,Yoshikatsu,2
1569,69,M-2006-27,P-05126,Srna,Darijo,2
1570,72,M-2006-27,P-07798,Santos,Alessandro,2
1571,13,M-2006-28,P-06080,Emerton,Brett,2
1572,29,M-2006-28,P-04884,Cafu,not applicable,2
1573,31,M-2006-28,P-08490,Ronaldo,not applicable,2
1574,39,M-2006-28,P-05404,Culina,Jason,2
1575,83,M-2006-28,P-02023,Robinho,not applicable,2
1576,11,M-2006-29,P-09937,Lee,Ho,2
1577,29,M-2006-29,P-04880,Kim,Dong-jin,2
1578,79,M-2006-29,P-03868,Abidal,Eric,2
1579,85,M-2006-29,P-03294,Zidane,Zinedine,2
1580,45,M-2006-30,P-01220,Salifou,Moustapha,2
1581,47,M-2006-30,P-01646,Adebayor,Emmanuel,2
1582,53,M-2006-30,P-08021,Romao,Alaixys,2
1583,90,M-2006-30,P-02715,Vogel,Johann,2
1584,22,M-2006-31,P-01497,Nesmachniy,Andriy,2
1585,41,M-2006-31,P-08329,Al-Dokhi,Ahmed,2
1586,57,M-2006-31,P-02321,Al-Ghamdi,Omar,2
1587,73,M-2006-31,P-03498,Kariri,Saud,2
1588,77,M-2006-31,P-07323,Kalynychenko,Maksym,2
1589,89,M-2006-31,P-04245,Sviderskyi,Vyacheslav,2
1590,30,M-2006-32,P-09494,Puyol,Carles,2
1591,32,M-2006-32,P-00034,Ayari,Anis,2
1592,40,M-2006-32,P-06524,Trabelsi,Hatem,2
1593,70,M-2006-32,P-01539,Jaïdi,Radhi,2
1594,81,M-2006-32,P-04977,Guemamdia,Haykel,2
1595,85,M-2006-32,P-06035,Jaziri,Ziad,2
1596,89,M-2006-32,P-01723,Fàbregas,Cesc,2
1597,90,M-2006-32,P-08145,Mnari,Jawhar,2
1598,17,M-2006-33,P-03972,Umaña,Michael,2
1599,18,M-2006-33,P-05419,Radomski,Arkadiusz,2
1600,24,M-2006-33,P-06257,Bąk,Jacek,2
1601,29,M-2006-33,P-09929,Żewłakow,Michał,2
1602,45,M-2006-33,P-02701,Marín,Luis,2
1603,45,M-2006-33,P-04375,Gómez,Rónald,2
1604,56,M-2006-33,P-00510,Badilla,Gabriel,2
1605,60,M-2006-33,P-05774,Baszczyński,Marcin,2
1606,76,M-2006-33,P-02041,González,Leonardo,2
1607,90,M-2006-33,P-00180,Boruc,Artur,2
1608,52,M-2006-34,P-05336,Valencia,Antonio,2
1609,75,M-2006-34,P-05270,Borowski,Tim,2
1610,30,M-2006-35,P-00506,Paredes,Carlos,2
1611,45,M-2006-35,P-03869,Sancho,Brent,2
1612,48,M-2006-35,P-09580,Whitley,Aurtis,2
1613,54,M-2006-35,P-09622,dos Santos,Julio,2
1614,76,M-2006-36,P-00147,Hargreaves,Owen,2
1615,83,M-2006-36,P-09528,Alexandersson,Niclas,2
1616,87,M-2006-36,P-01419,Ljungberg,Freddie,2
1617,22,M-2006-37,P-05317,Locó,not applicable,2
1618,37,M-2006-37,P-02324,Madanchi,Mehrzad,2
1619,45,M-2006-37,P-07523,Mendonça,not applicable,2
1620,55,M-2006-37,P-06356,Teymourian,Andranik,2
1621,67,M-2006-37,P-08321,Zé Kalanga,not applicable,2
1622,90,M-2006-37,P-05386,Zandi,Ferydoon,2
1623,22,M-2006-38,P-05651,Rodríguez,Francisco Javier,2
1624,26,M-2006-38,P-06778,Miguel,not applicable,2
1625,27,M-2006-38,P-03486,Pérez,Luis Ernesto,2
1626,61,M-2006-38,P-03486,Pérez,Luis Ernesto,1
1627,65,M-2006-38,P-03561,Márquez,Rafael,2
1628,69,M-2006-38,P-01070,Maniche,not applicable,2
1629,87,M-2006-38,P-01694,Sinha,not applicable,2
1630,88,M-2006-38,P-09593,Boa Morte,Luís,2
1631,90,M-2006-38,P-08087,Gomes,Nuno,2
1632,17,M-2006-39,P-04947,Nađ,Albert,2
1633,33,M-2006-39,P-03607,Kader Keïta,Abdul,2
1634,35,M-2006-39,P-01209,Dudić,Milan,2
1635,37,M-2006-39,P-08494,Duljaj,Igor,2
1636,41,M-2006-39,P-03114,Domoraud,Cyril,2
1637,43,M-2006-39,P-04189,Dindane,Aruna,2
1638,45,M-2006-39,P-04947,Nađ,Albert,1
1639,57,M-2006-39,P-00952,Gavrančić,Goran,2
1640,90,M-2006-39,P-03114,Domoraud,Cyril,1
1641,28,M-2006-40,P-05728,Kuyt,Dirk,2
1642,42,M-2006-40,P-09347,Ooijer,André,2
1643,48,M-2006-40,P-01767,de Cler,Tim,2
1644,57,M-2006-40,P-07072,Cambiasso,Esteban,2
1645,90,M-2006-40,P-07735,Mascherano,Javier,2
